date,unit,domain,metric_primary,metric_secondary,threshold_primary,threshold_secondary,sample_size,confidence_interval,trend,records_analyzed
2025-01-11,BEB 1BCT,program_management,77.43,67.71,70.0,75.0,320,0.97,IMPROVING,6844
2025-01-11,BSB 1BCT,program_management,69.39,89.97,70.0,75.0,342,0.95,DECLINING,21555
2025-01-11,2-1 IN BN,program_management,74.0,70.13,70.0,75.0,74,0.99,STABLE,13336
2025-01-11,3-1 FA BN,program_management,66.1,87.98,70.0,75.0,471,0.97,STABLE,49400
2025-01-11,1-1 IN BN,program_management,51.69,79.18,70.0,75.0,310,0.93,DECLINING,3930
2025-01-12,1-1 IN BN,program_management,89.77,72.09,70.0,75.0,87,0.96,STABLE,14548
2025-01-12,BSB 1BCT,program_management,60.09,75.23,70.0,75.0,73,0.98,IMPROVING,46179
2025-01-12,BEB 1BCT,program_management,82.4,84.42,70.0,75.0,173,0.96,STABLE,12603
2025-01-13,2-1 IN BN,program_management,80.68,84.67,70.0,75.0,392,0.92,STABLE,45590
2025-01-13,3-1 FA BN,program_management,53.36,73.15,70.0,75.0,370,0.93,DECLINING,49276
2025-01-13,BEB 1BCT,program_management,85.55,75.77,70.0,75.0,55,0.94,STABLE,25715
2025-01-13,1-1 IN BN,program_management,70.47,96.94,70.0,75.0,468,0.97,STABLE,40330
2025-01-13,BSB 1BCT,program_management,93.39,80.8,70.0,75.0,71,0.96,STABLE,9446
2025-01-14,1-1 IN BN,program_management,86.5,91.9,70.0,75.0,84,0.92,STABLE,11968
2025-01-14,BEB 1BCT,program_management,83.66,77.86,70.0,75.0,398,0.96,DECLINING,27096
2025-01-14,BSB 1BCT,program_management,72.86,86.42,70.0,75.0,488,0.95,IMPROVING,8825
2025-01-15,2-1 IN BN,program_management,102.56,98.86,70.0,75.0,290,0.94,IMPROVING,15984
2025-01-15,1-1 IN BN,program_management,86.56,81.88,70.0,75.0,92,0.97,IMPROVING,16843
2025-01-15,3-1 FA BN,program_management,64.37,83.02,70.0,75.0,428,0.91,DECLINING,3690
2025-01-15,BEB 1BCT,program_management,67.61,71.92,70.0,75.0,146,0.97,DECLINING,21835
2025-01-15,BSB 1BCT,program_management,76.95,80.37,70.0,75.0,128,0.93,STABLE,12503
2025-01-16,BSB 1BCT,program_management,69.63,82.91,70.0,75.0,199,0.95,IMPROVING,13056
2025-01-16,2-1 IN BN,program_management,67.43,74.81,70.0,75.0,419,0.94,STABLE,5547
2025-01-16,3-1 FA BN,program_management,84.02,70.96,70.0,75.0,197,0.95,IMPROVING,36856
2025-01-16,1-1 IN BN,program_management,79.0,79.39,70.0,75.0,400,0.91,DECLINING,36014
2025-01-17,BEB 1BCT,program_management,73.29,73.05,70.0,75.0,69,0.91,IMPROVING,45847
2025-01-17,2-1 IN BN,program_management,76.2,87.8,70.0,75.0,338,0.91,STABLE,38155
2025-01-18,2-1 IN BN,program_management,70.67,78.78,70.0,75.0,382,0.97,STABLE,38453
2025-01-18,1-1 IN BN,program_management,69.0,74.85,70.0,75.0,365,0.93,DECLINING,16575
2025-01-19,BEB 1BCT,program_management,81.05,77.76,70.0,75.0,324,0.98,IMPROVING,10463
2025-01-19,3-1 FA BN,program_management,70.54,92.62,70.0,75.0,248,0.99,IMPROVING,25122
2025-01-19,2-1 IN BN,program_management,74.2,71.51,70.0,75.0,203,0.91,STABLE,27894
2025-01-19,BSB 1BCT,program_management,71.34,70.31,70.0,75.0,166,0.99,IMPROVING,42058
2025-01-19,1-1 IN BN,program_management,57.75,95.23,70.0,75.0,265,0.98,STABLE,49067
2025-01-20,BSB 1BCT,program_management,69.44,87.17,70.0,75.0,420,0.95,IMPROVING,15218
2025-01-20,BEB 1BCT,program_management,71.38,69.91,70.0,75.0,497,0.97,DECLINING,24816
2025-01-20,2-1 IN BN,program_management,87.26,74.09,70.0,75.0,441,0.97,STABLE,43205
2025-01-20,3-1 FA BN,program_management,70.81,87.49,70.0,75.0,290,0.91,DECLINING,30643
2025-01-20,1-1 IN BN,program_management,67.94,94.38,70.0,75.0,446,0.98,STABLE,4334
2025-01-21,2-1 IN BN,program_management,88.57,72.51,70.0,75.0,314,0.94,STABLE,2562
2025-01-21,3-1 FA BN,program_management,70.91,72.58,70.0,75.0,391,0.92,DECLINING,45605
2025-01-21,BSB 1BCT,program_management,68.56,78.19,70.0,75.0,255,0.95,IMPROVING,10875
2025-01-22,3-1 FA BN,program_management,63.72,97.02,70.0,75.0,363,0.95,DECLINING,3313
2025-01-22,BSB 1BCT,program_management,65.56,67.42,70.0,75.0,93,0.9,IMPROVING,22725
2025-01-22,1-1 IN BN,program_management,81.25,74.46,70.0,75.0,232,0.92,IMPROVING,14959
2025-01-22,BEB 1BCT,program_management,73.43,82.77,70.0,75.0,369,0.98,DECLINING,30269
2025-01-22,2-1 IN BN,program_management,56.51,81.94,70.0,75.0,198,0.93,DECLINING,11473
2025-01-23,2-1 IN BN,program_management,58.69,77.76,70.0,75.0,131,0.95,DECLINING,31773
2025-01-23,BSB 1BCT,program_management,71.98,73.82,70.0,75.0,484,0.98,IMPROVING,44507
2025-01-23,1-1 IN BN,program_management,99.75,74.11,70.0,75.0,99,0.97,IMPROVING,25965
2025-01-24,BSB 1BCT,program_management,89.44,75.54,70.0,75.0,143,0.94,IMPROVING,33228
2025-01-24,BEB 1BCT,program_management,89.66,76.59,70.0,75.0,223,0.99,STABLE,5514
2025-01-24,1-1 IN BN,program_management,82.41,90.04,70.0,75.0,396,0.94,IMPROVING,8272
2025-01-24,3-1 FA BN,program_management,96.21,79.37,70.0,75.0,392,0.92,DECLINING,22017
2025-01-24,2-1 IN BN,program_management,69.4,93.69,70.0,75.0,452,0.91,DECLINING,33423
2025-01-25,BEB 1BCT,program_management,86.43,79.6,70.0,75.0,179,0.92,STABLE,35107
2025-01-25,BSB 1BCT,program_management,77.16,79.01,70.0,75.0,213,0.98,IMPROVING,43559
2025-01-26,3-1 FA BN,program_management,85.89,79.82,70.0,75.0,189,0.97,DECLINING,31021
2025-01-26,BEB 1BCT,program_management,69.18,73.94,70.0,75.0,66,0.91,DECLINING,1699
2025-01-26,2-1 IN BN,program_management,74.77,78.43,70.0,75.0,244,0.92,STABLE,25904
2025-01-27,1-1 IN BN,program_management,65.37,87.12,70.0,75.0,451,0.94,DECLINING,23421
2025-01-27,3-1 FA BN,program_management,82.45,85.45,70.0,75.0,183,0.95,STABLE,19457
2025-01-27,BSB 1BCT,program_management,72.22,97.6,70.0,75.0,393,0.91,DECLINING,21880
2025-01-27,2-1 IN BN,program_management,91.45,66.99,70.0,75.0,61,0.97,IMPROVING,16922
2025-01-27,BEB 1BCT,program_management,85.36,83.49,70.0,75.0,128,0.95,IMPROVING,6726
2025-01-28,1-1 IN BN,program_management,74.07,72.72,70.0,75.0,366,0.91,DECLINING,42033
2025-01-28,BEB 1BCT,program_management,105.91,75.48,70.0,75.0,373,0.98,DECLINING,7935
2025-01-29,1-1 IN BN,program_management,81.2,92.58,70.0,75.0,91,0.92,DECLINING,7002
2025-01-29,2-1 IN BN,program_management,96.25,80.34,70.0,75.0,169,0.92,DECLINING,6204
2025-01-30,3-1 FA BN,program_management,68.93,76.84,70.0,75.0,197,0.97,DECLINING,5015
2025-01-30,2-1 IN BN,program_management,61.64,83.37,70.0,75.0,90,0.92,IMPROVING,18253
2025-01-30,BSB 1BCT,program_management,84.27,87.86,70.0,75.0,146,0.96,DECLINING,5966
2025-01-30,1-1 IN BN,program_management,83.83,94.39,70.0,75.0,437,0.99,IMPROVING,26864
2025-01-30,BEB 1BCT,program_management,64.39,71.95,70.0,75.0,357,0.94,DECLINING,19704
2025-01-31,BSB 1BCT,program_management,73.65,70.2,70.0,75.0,385,0.98,DECLINING,17493
2025-01-31,3-1 FA BN,program_management,73.6,84.65,70.0,75.0,81,0.91,STABLE,49032
2025-01-31,2-1 IN BN,program_management,93.71,84.98,70.0,75.0,270,0.91,DECLINING,30224
2025-02-01,1-1 IN BN,program_management,52.26,70.63,70.0,75.0,235,0.96,DECLINING,45446
2025-02-01,3-1 FA BN,program_management,90.07,77.37,70.0,75.0,422,0.98,STABLE,24469
2025-02-02,3-1 FA BN,program_management,55.98,76.24,70.0,75.0,166,0.95,IMPROVING,46276
2025-02-02,BSB 1BCT,program_management,66.92,87.14,70.0,75.0,286,0.93,STABLE,31384
2025-02-02,2-1 IN BN,program_management,84.1,73.43,70.0,75.0,128,0.91,STABLE,28498
2025-02-02,BEB 1BCT,program_management,98.18,74.94,70.0,75.0,453,0.93,DECLINING,10790
2025-02-02,1-1 IN BN,program_management,73.38,80.79,70.0,75.0,455,0.97,IMPROVING,10898
2025-02-03,2-1 IN BN,program_management,69.7,82.88,70.0,75.0,222,0.92,STABLE,26705
2025-02-03,1-1 IN BN,program_management,87.3,92.63,70.0,75.0,487,0.95,IMPROVING,13448
2025-02-03,BSB 1BCT,program_management,55.82,81.08,70.0,75.0,271,0.94,IMPROVING,32938
2025-02-04,3-1 FA BN,program_management,84.68,82.89,70.0,75.0,294,0.95,IMPROVING,16410
2025-02-04,1-1 IN BN,program_management,61.09,78.9,70.0,75.0,160,0.94,IMPROVING,21185
2025-02-05,3-1 FA BN,program_management,62.86,72.55,70.0,75.0,356,0.91,STABLE,23354
2025-02-05,BEB 1BCT,program_management,71.56,65.67,70.0,75.0,492,0.91,DECLINING,32032
2025-02-05,BSB 1BCT,program_management,87.05,83.36,70.0,75.0,263,0.92,STABLE,46107
2025-02-06,3-1 FA BN,program_management,60.18,76.44,70.0,75.0,219,0.96,IMPROVING,22091
2025-02-06,BSB 1BCT,program_management,78.08,69.78,70.0,75.0,167,0.96,DECLINING,16533
2025-02-06,2-1 IN BN,program_management,78.52,74.42,70.0,75.0,338,0.94,IMPROVING,21542
2025-02-07,BSB 1BCT,program_management,71.48,77.69,70.0,75.0,301,0.94,DECLINING,18433
2025-02-07,2-1 IN BN,program_management,85.88,83.24,70.0,75.0,148,0.97,STABLE,47655
2025-02-08,3-1 FA BN,program_management,75.36,91.33,70.0,75.0,217,0.93,DECLINING,32624
2025-02-08,1-1 IN BN,program_management,55.57,74.69,70.0,75.0,213,0.94,STABLE,40634
2025-02-08,2-1 IN BN,program_management,80.95,76.42,70.0,75.0,465,0.96,DECLINING,40654
2025-02-09,3-1 FA BN,program_management,74.28,74.75,70.0,75.0,459,0.95,IMPROVING,25642
2025-02-09,1-1 IN BN,program_management,55.37,86.88,70.0,75.0,55,0.93,IMPROVING,10441
2025-02-10,1-1 IN BN,program_management,86.81,84.25,70.0,75.0,125,0.94,STABLE,37389
2025-02-10,BEB 1BCT,program_management,82.18,87.23,70.0,75.0,210,0.91,STABLE,30880
2025-02-10,3-1 FA BN,program_management,71.95,92.36,70.0,75.0,282,0.93,DECLINING,9423
2025-02-10,2-1 IN BN,program_management,74.02,81.33,70.0,75.0,76,0.98,DECLINING,32267
2025-02-11,2-1 IN BN,program_management,58.93,76.51,70.0,75.0,380,0.93,IMPROVING,22404
2025-02-11,3-1 FA BN,program_management,59.62,71.18,70.0,75.0,379,0.93,DECLINING,38259
2025-02-11,BSB 1BCT,program_management,88.93,82.35,70.0,75.0,420,0.96,IMPROVING,33550
2025-02-11,BEB 1BCT,program_management,79.14,81.17,70.0,75.0,127,0.91,IMPROVING,47783
2025-02-12,1-1 IN BN,program_management,68.49,87.02,70.0,75.0,434,0.91,STABLE,36724
2025-02-12,3-1 FA BN,program_management,86.52,83.16,70.0,75.0,454,0.94,IMPROVING,36920
2025-02-12,2-1 IN BN,program_management,84.73,66.83,70.0,75.0,279,0.91,STABLE,15902
2025-02-13,1-1 IN BN,program_management,63.44,70.33,70.0,75.0,295,0.9,IMPROVING,16247
2025-02-13,BEB 1BCT,program_management,103.36,73.85,70.0,75.0,120,0.95,STABLE,26396
2025-02-13,BSB 1BCT,program_management,75.67,68.09,70.0,75.0,59,0.95,STABLE,33258
2025-02-14,BSB 1BCT,program_management,90.51,82.66,70.0,75.0,156,0.92,STABLE,1468
2025-02-14,1-1 IN BN,program_management,72.12,82.66,70.0,75.0,238,0.95,IMPROVING,27029
2025-02-15,2-1 IN BN,program_management,74.65,73.5,70.0,75.0,334,0.93,STABLE,11476
2025-02-15,1-1 IN BN,program_management,85.21,68.46,70.0,75.0,181,0.93,STABLE,18061
2025-02-15,3-1 FA BN,program_management,61.41,87.24,70.0,75.0,281,0.9,DECLINING,43690
2025-02-16,2-1 IN BN,program_management,81.66,67.59,70.0,75.0,497,0.92,DECLINING,49215
2025-02-16,BEB 1BCT,program_management,74.61,64.87,70.0,75.0,395,0.92,DECLINING,20881
2025-02-16,1-1 IN BN,program_management,72.42,82.05,70.0,75.0,370,0.92,STABLE,15208
2025-02-16,3-1 FA BN,program_management,64.69,79.52,70.0,75.0,160,0.97,STABLE,14523
2025-02-16,BSB 1BCT,program_management,55.85,80.03,70.0,75.0,418,0.93,STABLE,40440
2025-02-17,BSB 1BCT,program_management,57.46,71.87,70.0,75.0,391,0.98,IMPROVING,6090
2025-02-17,BEB 1BCT,program_management,56.44,68.9,70.0,75.0,486,0.9,IMPROVING,1734
2025-02-17,3-1 FA BN,program_management,101.15,73.94,70.0,75.0,205,0.94,DECLINING,38231
2025-02-18,1-1 IN BN,program_management,76.69,85.08,70.0,75.0,266,0.97,STABLE,5987
2025-02-18,BEB 1BCT,program_management,71.73,91.44,70.0,75.0,202,0.97,IMPROVING,20795
2025-02-18,2-1 IN BN,program_management,83.33,86.88,70.0,75.0,459,0.98,IMPROVING,42727
2025-02-19,BSB 1BCT,program_management,80.07,80.31,70.0,75.0,170,0.94,DECLINING,46542
2025-02-19,2-1 IN BN,program_management,66.09,77.76,70.0,75.0,409,0.95,IMPROVING,48935
2025-02-20,2-1 IN BN,program_management,73.71,78.23,70.0,75.0,304,0.94,STABLE,28028
2025-02-20,1-1 IN BN,program_management,75.89,81.17,70.0,75.0,72,0.96,STABLE,47524
2025-02-20,BEB 1BCT,program_management,72.3,88.96,70.0,75.0,460,0.92,DECLINING,18823
2025-02-21,2-1 IN BN,program_management,78.6,79.94,70.0,75.0,338,0.98,STABLE,37630
2025-02-21,BSB 1BCT,program_management,88.27,77.26,70.0,75.0,168,0.96,DECLINING,4099
2025-02-21,1-1 IN BN,program_management,73.83,83.35,70.0,75.0,238,0.94,STABLE,36690
2025-02-22,3-1 FA BN,program_management,68.61,78.59,70.0,75.0,426,0.96,STABLE,12400
2025-02-22,BEB 1BCT,program_management,64.86,76.27,70.0,75.0,227,0.97,IMPROVING,45083
2025-02-22,BSB 1BCT,program_management,75.15,70.66,70.0,75.0,327,0.94,STABLE,6665
2025-02-23,2-1 IN BN,program_management,60.77,83.03,70.0,75.0,398,0.91,IMPROVING,23508
2025-02-23,3-1 FA BN,program_management,51.24,79.37,70.0,75.0,370,0.91,STABLE,36403
2025-02-23,BEB 1BCT,program_management,61.67,70.21,70.0,75.0,485,0.97,IMPROVING,14488
2025-02-23,BSB 1BCT,program_management,80.45,72.83,70.0,75.0,471,0.94,IMPROVING,33858
2025-02-24,BEB 1BCT,program_management,66.81,77.2,70.0,75.0,331,0.96,IMPROVING,49477
2025-02-24,1-1 IN BN,program_management,77.74,92.45,70.0,75.0,221,0.94,STABLE,48962
2025-02-25,BEB 1BCT,program_management,77.16,87.3,70.0,75.0,258,0.96,IMPROVING,15798
2025-02-25,BSB 1BCT,program_management,66.62,73.21,70.0,75.0,477,0.96,IMPROVING,47937
2025-02-25,3-1 FA BN,program_management,96.32,80.05,70.0,75.0,308,0.97,STABLE,10460
2025-02-25,2-1 IN BN,program_management,90.97,73.78,70.0,75.0,206,0.92,STABLE,20848
2025-02-26,BEB 1BCT,program_management,77.98,80.3,70.0,75.0,111,0.92,DECLINING,5675
2025-02-26,1-1 IN BN,program_management,87.02,83.59,70.0,75.0,110,0.94,STABLE,44357
2025-02-26,BSB 1BCT,program_management,59.78,87.08,70.0,75.0,203,0.93,STABLE,14660
2025-02-27,BSB 1BCT,program_management,60.8,60.17,70.0,75.0,305,0.93,IMPROVING,17762
2025-02-27,BEB 1BCT,program_management,67.72,64.86,70.0,75.0,246,0.97,IMPROVING,28702
2025-02-27,3-1 FA BN,program_management,68.72,69.69,70.0,75.0,229,0.99,DECLINING,33132
2025-02-27,1-1 IN BN,program_management,86.73,79.74,70.0,75.0,299,0.97,IMPROVING,32121
2025-02-28,BEB 1BCT,program_management,71.94,67.48,70.0,75.0,98,0.94,DECLINING,23110
2025-02-28,1-1 IN BN,program_management,76.87,102.97,70.0,75.0,67,0.93,DECLINING,47139
2025-02-28,BSB 1BCT,program_management,80.12,75.58,70.0,75.0,260,0.91,DECLINING,9413
2025-02-28,3-1 FA BN,program_management,60.02,73.35,70.0,75.0,64,0.98,STABLE,5528
2025-03-01,BSB 1BCT,program_management,55.2,74.28,70.0,75.0,324,0.96,IMPROVING,17593
2025-03-01,3-1 FA BN,program_management,59.05,73.65,70.0,75.0,301,0.92,STABLE,20227
2025-03-01,BEB 1BCT,program_management,77.07,78.19,70.0,75.0,357,0.93,IMPROVING,46010
2025-03-02,1-1 IN BN,program_management,73.72,80.07,70.0,75.0,447,0.97,DECLINING,12575
2025-03-02,2-1 IN BN,program_management,75.51,77.63,70.0,75.0,143,0.92,DECLINING,39244
2025-03-02,BSB 1BCT,program_management,79.89,75.24,70.0,75.0,277,0.97,IMPROVING,7654
2025-03-03,2-1 IN BN,program_management,91.22,78.55,70.0,75.0,62,0.94,STABLE,46804
2025-03-03,BEB 1BCT,program_management,57.95,85.35,70.0,75.0,405,0.93,DECLINING,7968
2025-03-03,3-1 FA BN,program_management,72.27,81.02,70.0,75.0,273,0.95,STABLE,5386
2025-03-04,1-1 IN BN,program_management,87.76,71.78,70.0,75.0,293,0.94,IMPROVING,10012
2025-03-04,3-1 FA BN,program_management,80.17,83.28,70.0,75.0,342,0.92,IMPROVING,30235
2025-03-05,BEB 1BCT,program_management,92.24,77.87,70.0,75.0,348,0.94,DECLINING,3605
2025-03-05,3-1 FA BN,program_management,75.75,84.49,70.0,75.0,118,0.97,STABLE,1733
2025-03-05,2-1 IN BN,program_management,65.06,86.89,70.0,75.0,56,0.91,DECLINING,18425
2025-03-05,1-1 IN BN,program_management,73.63,79.45,70.0,75.0,500,0.97,STABLE,16969
2025-03-06,2-1 IN BN,program_management,69.57,80.49,70.0,75.0,248,0.95,DECLINING,36481
2025-03-06,BEB 1BCT,program_management,77.9,77.62,70.0,75.0,391,0.91,DECLINING,10529
2025-03-06,3-1 FA BN,program_management,77.9,77.7,70.0,75.0,312,0.99,IMPROVING,38103
2025-03-06,BSB 1BCT,program_management,83.6,89.66,70.0,75.0,261,0.98,STABLE,15768
2025-03-06,1-1 IN BN,program_management,80.77,72.79,70.0,75.0,435,0.94,STABLE,26862
2025-03-07,2-1 IN BN,program_management,62.32,86.92,70.0,75.0,493,0.92,IMPROVING,32415
2025-03-07,3-1 FA BN,program_management,59.08,70.65,70.0,75.0,258,0.96,DECLINING,11307
2025-03-08,BEB 1BCT,program_management,76.85,71.57,70.0,75.0,65,0.94,DECLINING,6560
2025-03-08,3-1 FA BN,program_management,69.13,66.7,70.0,75.0,445,0.96,STABLE,19178
2025-03-08,2-1 IN BN,program_management,64.49,85.56,70.0,75.0,463,0.99,STABLE,20889
2025-03-09,3-1 FA BN,program_management,56.67,90.63,70.0,75.0,402,0.95,DECLINING,45707
2025-03-09,BSB 1BCT,program_management,61.07,72.78,70.0,75.0,343,0.91,STABLE,6962
2025-03-09,BEB 1BCT,program_management,63.26,59.7,70.0,75.0,322,0.95,DECLINING,5124
2025-03-09,2-1 IN BN,program_management,74.91,86.32,70.0,75.0,188,0.98,DECLINING,34653
2025-03-10,3-1 FA BN,program_management,64.83,77.02,70.0,75.0,206,0.92,STABLE,34926
2025-03-10,BEB 1BCT,program_management,70.66,74.22,70.0,75.0,356,0.94,DECLINING,13343
2025-03-10,1-1 IN BN,program_management,77.9,63.28,70.0,75.0,121,0.97,DECLINING,20334
2025-03-11,3-1 FA BN,program_management,79.71,69.91,70.0,75.0,138,0.91,DECLINING,20101
2025-03-11,BEB 1BCT,program_management,69.75,75.85,70.0,75.0,454,0.96,STABLE,12998
2025-03-11,1-1 IN BN,program_management,91.6,70.52,70.0,75.0,241,0.92,STABLE,47992
2025-03-12,BEB 1BCT,program_management,84.93,88.68,70.0,75.0,179,0.91,STABLE,37089
2025-03-12,BSB 1BCT,program_management,75.97,79.93,70.0,75.0,146,0.97,STABLE,33443
2025-03-12,3-1 FA BN,program_management,39.71,86.87,70.0,75.0,348,0.97,DECLINING,38188
2025-03-12,2-1 IN BN,program_management,66.72,83.01,70.0,75.0,268,0.96,STABLE,40011
2025-03-13,BSB 1BCT,program_management,70.41,82.63,70.0,75.0,142,0.91,IMPROVING,3689
2025-03-13,BEB 1BCT,program_management,80.55,74.72,70.0,75.0,330,0.95,IMPROVING,7284
2025-03-14,2-1 IN BN,program_management,100.18,94.15,70.0,75.0,418,0.92,STABLE,16773
2025-03-14,1-1 IN BN,program_management,77.04,91.02,70.0,75.0,342,0.97,DECLINING,24170
2025-03-14,3-1 FA BN,program_management,78.72,76.14,70.0,75.0,333,0.95,IMPROVING,12261
2025-03-14,BSB 1BCT,program_management,82.68,65.97,70.0,75.0,154,0.95,IMPROVING,11511
2025-03-14,BEB 1BCT,program_management,91.56,87.12,70.0,75.0,188,0.97,IMPROVING,7270
2025-03-15,BSB 1BCT,program_management,68.01,81.21,70.0,75.0,138,0.98,STABLE,8037
2025-03-15,2-1 IN BN,program_management,92.89,80.24,70.0,75.0,272,0.95,DECLINING,26342
2025-03-15,1-1 IN BN,program_management,66.77,81.93,70.0,75.0,483,0.91,DECLINING,30106
2025-03-16,2-1 IN BN,program_management,65.76,78.37,70.0,75.0,394,0.94,DECLINING,23432
2025-03-16,BSB 1BCT,program_management,68.83,88.46,70.0,75.0,365,0.93,STABLE,40751
2025-03-16,3-1 FA BN,program_management,76.85,84.3,70.0,75.0,89,0.95,DECLINING,45779
2025-03-16,BEB 1BCT,program_management,59.8,89.8,70.0,75.0,156,0.92,STABLE,27548
2025-03-16,1-1 IN BN,program_management,72.13,92.53,70.0,75.0,168,0.93,STABLE,2590
2025-03-17,1-1 IN BN,program_management,78.69,72.45,70.0,75.0,226,0.93,IMPROVING,33175
2025-03-17,BSB 1BCT,program_management,63.0,83.38,70.0,75.0,267,0.91,STABLE,23821
2025-03-17,3-1 FA BN,program_management,76.54,87.58,70.0,75.0,183,0.94,IMPROVING,15361
2025-03-18,1-1 IN BN,program_management,83.26,81.71,70.0,75.0,412,0.98,IMPROVING,41334
2025-03-18,BSB 1BCT,program_management,73.7,77.59,70.0,75.0,90,0.95,STABLE,30694
2025-03-18,2-1 IN BN,program_management,78.93,83.56,70.0,75.0,273,0.93,IMPROVING,16013
2025-03-19,3-1 FA BN,program_management,86.58,71.96,70.0,75.0,343,0.96,DECLINING,12530
2025-03-19,2-1 IN BN,program_management,71.78,88.76,70.0,75.0,266,0.98,IMPROVING,2126
2025-03-19,BEB 1BCT,program_management,77.81,75.07,70.0,75.0,414,0.91,IMPROVING,18632
2025-03-19,1-1 IN BN,program_management,78.09,75.42,70.0,75.0,113,0.97,DECLINING,25178
2025-03-19,BSB 1BCT,program_management,73.84,75.46,70.0,75.0,145,0.92,IMPROVING,22330
2025-03-20,3-1 FA BN,program_management,70.9,79.92,70.0,75.0,119,0.92,STABLE,11217
2025-03-20,1-1 IN BN,program_management,80.09,75.11,70.0,75.0,361,0.98,DECLINING,19302
2025-03-20,BEB 1BCT,program_management,62.15,82.06,70.0,75.0,413,0.91,IMPROVING,11622
2025-03-21,1-1 IN BN,program_management,81.49,84.96,70.0,75.0,320,0.97,DECLINING,26887
2025-03-21,BSB 1BCT,program_management,56.64,76.0,70.0,75.0,318,0.94,DECLINING,35056
2025-03-22,BEB 1BCT,program_management,86.82,93.7,70.0,75.0,114,0.97,IMPROVING,5811
2025-03-22,BSB 1BCT,program_management,65.7,75.51,70.0,75.0,202,0.91,STABLE,26072
2025-03-22,2-1 IN BN,program_management,66.74,85.44,70.0,75.0,211,0.94,IMPROVING,15127
2025-03-22,3-1 FA BN,program_management,59.27,84.5,70.0,75.0,125,0.94,DECLINING,10164
2025-03-23,BSB 1BCT,program_management,96.05,69.87,70.0,75.0,179,0.94,STABLE,47719
