date,unit,domain,metric_primary,metric_secondary,threshold_primary,threshold_secondary,sample_size,confidence_interval,trend,records_analyzed
2025-01-16,2-1 IN BN,ml_engineering,85.33,84.11,70.0,75.0,468,0.93,IMPROVING,37064
2025-01-17,BSB 1BCT,ml_engineering,67.2,77.11,70.0,75.0,212,0.95,IMPROVING,9885
2025-01-17,3-1 FA BN,ml_engineering,67.54,90.0,70.0,75.0,295,0.94,STABLE,22149
2025-01-18,BSB 1BCT,ml_engineering,89.32,77.52,70.0,75.0,212,0.9,IMPROVING,47568
2025-01-18,3-1 FA BN,ml_engineering,84.28,77.6,70.0,75.0,445,0.94,STABLE,22604
2025-01-18,1-1 IN BN,ml_engineering,59.23,81.14,70.0,75.0,342,0.91,IMPROVING,39681
2025-01-18,BEB 1BCT,ml_engineering,98.07,75.77,70.0,75.0,494,0.94,IMPROVING,36021
2025-01-18,2-1 IN BN,ml_engineering,70.2,79.33,70.0,75.0,108,0.98,STABLE,35444
2025-01-19,1-1 IN BN,ml_engineering,91.32,80.3,70.0,75.0,184,0.92,DECLINING,42851
2025-01-19,BEB 1BCT,ml_engineering,87.26,97.64,70.0,75.0,337,0.98,STABLE,23910
2025-01-19,3-1 FA BN,ml_engineering,51.0,60.79,70.0,75.0,370,0.92,IMPROVING,10259
2025-01-19,2-1 IN BN,ml_engineering,73.07,79.19,70.0,75.0,102,0.97,IMPROVING,23275
2025-01-19,BSB 1BCT,ml_engineering,72.09,77.84,70.0,75.0,309,0.94,DECLINING,3367
2025-01-20,3-1 FA BN,ml_engineering,66.42,70.79,70.0,75.0,126,0.99,IMPROVING,15880
2025-01-20,2-1 IN BN,ml_engineering,82.28,73.4,70.0,75.0,157,0.97,DECLINING,37752
2025-01-20,BEB 1BCT,ml_engineering,82.25,80.48,70.0,75.0,71,0.9,STABLE,42873
2025-01-20,1-1 IN BN,ml_engineering,84.56,97.9,70.0,75.0,465,0.92,IMPROVING,26224
2025-01-20,BSB 1BCT,ml_engineering,67.67,73.17,70.0,75.0,182,0.96,DECLINING,30571
2025-01-21,2-1 IN BN,ml_engineering,93.54,79.54,70.0,75.0,217,0.94,DECLINING,7030
2025-01-21,BSB 1BCT,ml_engineering,82.11,67.29,70.0,75.0,206,0.94,DECLINING,40161
2025-01-21,3-1 FA BN,ml_engineering,66.73,86.06,70.0,75.0,447,0.98,STABLE,4257
2025-01-21,BEB 1BCT,ml_engineering,72.22,70.16,70.0,75.0,302,0.97,STABLE,43332
2025-01-22,3-1 FA BN,ml_engineering,72.86,82.58,70.0,75.0,244,0.96,DECLINING,36157
2025-01-22,BEB 1BCT,ml_engineering,68.48,72.89,70.0,75.0,497,0.95,DECLINING,49990
2025-01-22,1-1 IN BN,ml_engineering,84.93,73.17,70.0,75.0,452,0.93,DECLINING,15984
2025-01-22,2-1 IN BN,ml_engineering,60.49,64.47,70.0,75.0,385,0.95,STABLE,42286
2025-01-23,BSB 1BCT,ml_engineering,64.04,83.21,70.0,75.0,203,0.95,IMPROVING,11109
2025-01-23,BEB 1BCT,ml_engineering,92.4,82.16,70.0,75.0,285,0.94,DECLINING,31867
2025-01-23,1-1 IN BN,ml_engineering,89.28,80.27,70.0,75.0,361,0.93,IMPROVING,43627
2025-01-24,BEB 1BCT,ml_engineering,76.26,101.76,70.0,75.0,270,0.99,DECLINING,23099
2025-01-24,2-1 IN BN,ml_engineering,77.04,78.49,70.0,75.0,62,0.97,STABLE,21914
2025-01-24,3-1 FA BN,ml_engineering,78.49,72.79,70.0,75.0,419,0.9,IMPROVING,35865
2025-01-24,BSB 1BCT,ml_engineering,73.39,88.86,70.0,75.0,425,0.97,IMPROVING,31007
2025-01-24,1-1 IN BN,ml_engineering,77.41,84.65,70.0,75.0,438,0.95,IMPROVING,38168
2025-01-25,BSB 1BCT,ml_engineering,77.8,92.97,70.0,75.0,122,0.98,DECLINING,21626
2025-01-25,BEB 1BCT,ml_engineering,72.4,93.99,70.0,75.0,226,0.96,DECLINING,1313
2025-01-26,BEB 1BCT,ml_engineering,65.44,83.41,70.0,75.0,229,0.91,IMPROVING,45340
2025-01-26,1-1 IN BN,ml_engineering,87.47,89.15,70.0,75.0,52,0.93,STABLE,2517
2025-01-26,BSB 1BCT,ml_engineering,58.39,63.04,70.0,75.0,98,0.93,STABLE,15875
2025-01-27,2-1 IN BN,ml_engineering,58.06,72.15,70.0,75.0,401,0.96,IMPROVING,15666
2025-01-27,BSB 1BCT,ml_engineering,75.06,68.86,70.0,75.0,476,0.97,IMPROVING,6155
2025-01-28,1-1 IN BN,ml_engineering,75.77,87.44,70.0,75.0,64,0.92,IMPROVING,27286
2025-01-28,2-1 IN BN,ml_engineering,59.34,92.95,70.0,75.0,468,0.92,DECLINING,29451
2025-01-29,2-1 IN BN,ml_engineering,60.29,80.25,70.0,75.0,333,0.96,STABLE,23843
2025-01-29,3-1 FA BN,ml_engineering,67.12,99.19,70.0,75.0,182,0.96,STABLE,3685
2025-01-29,1-1 IN BN,ml_engineering,81.67,65.77,70.0,75.0,370,0.91,IMPROVING,22245
2025-01-29,BSB 1BCT,ml_engineering,86.35,85.06,70.0,75.0,205,0.93,STABLE,21490
2025-01-29,BEB 1BCT,ml_engineering,75.31,74.37,70.0,75.0,282,0.96,STABLE,9894
2025-01-30,2-1 IN BN,ml_engineering,75.15,86.07,70.0,75.0,98,0.99,IMPROVING,6693
2025-01-30,1-1 IN BN,ml_engineering,63.84,66.89,70.0,75.0,241,0.99,DECLINING,48311
2025-01-30,BEB 1BCT,ml_engineering,76.56,66.77,70.0,75.0,439,0.94,IMPROVING,12390
2025-01-30,3-1 FA BN,ml_engineering,75.06,78.07,70.0,75.0,181,0.95,DECLINING,43926
2025-01-30,BSB 1BCT,ml_engineering,68.38,81.68,70.0,75.0,351,0.96,IMPROVING,28780
2025-01-31,1-1 IN BN,ml_engineering,97.95,81.95,70.0,75.0,366,0.95,IMPROVING,29562
2025-01-31,BSB 1BCT,ml_engineering,74.06,60.98,70.0,75.0,209,0.93,DECLINING,22622
2025-01-31,BEB 1BCT,ml_engineering,70.98,65.39,70.0,75.0,326,0.91,IMPROVING,45379
2025-02-01,BSB 1BCT,ml_engineering,82.98,78.35,70.0,75.0,450,0.92,DECLINING,37441
2025-02-01,2-1 IN BN,ml_engineering,71.7,79.57,70.0,75.0,307,0.93,IMPROVING,44094
2025-02-01,3-1 FA BN,ml_engineering,73.21,84.44,70.0,75.0,124,0.93,IMPROVING,27262
2025-02-01,1-1 IN BN,ml_engineering,73.91,82.35,70.0,75.0,397,0.91,IMPROVING,48340
2025-02-01,BEB 1BCT,ml_engineering,75.71,86.0,70.0,75.0,117,0.94,STABLE,29938
2025-02-02,BSB 1BCT,ml_engineering,73.03,73.47,70.0,75.0,62,0.97,DECLINING,17958
2025-02-02,2-1 IN BN,ml_engineering,76.74,83.17,70.0,75.0,485,0.96,DECLINING,20605
2025-02-02,3-1 FA BN,ml_engineering,75.2,96.57,70.0,75.0,240,0.92,IMPROVING,3499
2025-02-02,1-1 IN BN,ml_engineering,65.71,65.53,70.0,75.0,390,0.99,STABLE,32696
2025-02-02,BEB 1BCT,ml_engineering,87.64,87.79,70.0,75.0,214,0.9,IMPROVING,45782
2025-02-03,BSB 1BCT,ml_engineering,58.87,88.92,70.0,75.0,223,0.97,STABLE,15000
2025-02-03,2-1 IN BN,ml_engineering,83.93,72.54,70.0,75.0,481,0.94,DECLINING,41264
2025-02-04,1-1 IN BN,ml_engineering,77.23,91.01,70.0,75.0,130,0.91,DECLINING,17134
2025-02-04,BSB 1BCT,ml_engineering,54.45,90.34,70.0,75.0,452,0.93,IMPROVING,45524
2025-02-05,BSB 1BCT,ml_engineering,84.4,87.28,70.0,75.0,281,0.94,STABLE,43170
2025-02-05,BEB 1BCT,ml_engineering,68.9,95.05,70.0,75.0,429,0.96,DECLINING,6306
2025-02-05,1-1 IN BN,ml_engineering,69.45,83.78,70.0,75.0,180,0.92,IMPROVING,1678
2025-02-05,3-1 FA BN,ml_engineering,77.71,75.34,70.0,75.0,117,0.97,STABLE,49654
2025-02-05,2-1 IN BN,ml_engineering,78.14,74.39,70.0,75.0,303,0.95,IMPROVING,14962
2025-02-06,3-1 FA BN,ml_engineering,61.83,79.83,70.0,75.0,253,0.9,DECLINING,4114
2025-02-06,1-1 IN BN,ml_engineering,72.73,90.79,70.0,75.0,418,0.97,STABLE,27744
2025-02-06,BSB 1BCT,ml_engineering,69.7,71.86,70.0,75.0,228,0.93,IMPROVING,36158
2025-02-06,2-1 IN BN,ml_engineering,73.36,75.64,70.0,75.0,453,0.94,DECLINING,7308
2025-02-07,1-1 IN BN,ml_engineering,83.56,69.64,70.0,75.0,278,0.92,IMPROVING,21550
2025-02-07,2-1 IN BN,ml_engineering,82.27,83.53,70.0,75.0,242,0.91,DECLINING,21349
2025-02-08,2-1 IN BN,ml_engineering,76.65,91.66,70.0,75.0,136,0.93,IMPROVING,12390
2025-02-08,1-1 IN BN,ml_engineering,89.87,81.99,70.0,75.0,150,0.96,IMPROVING,45047
2025-02-08,BSB 1BCT,ml_engineering,70.37,82.66,70.0,75.0,449,0.96,IMPROVING,28219
2025-02-09,2-1 IN BN,ml_engineering,63.89,70.01,70.0,75.0,175,0.97,DECLINING,1827
2025-02-09,1-1 IN BN,ml_engineering,60.99,82.04,70.0,75.0,411,0.93,STABLE,29076
2025-02-10,2-1 IN BN,ml_engineering,81.36,84.48,70.0,75.0,417,0.91,IMPROVING,32056
2025-02-10,1-1 IN BN,ml_engineering,86.34,75.42,70.0,75.0,272,0.92,DECLINING,24932
2025-02-10,BSB 1BCT,ml_engineering,76.96,78.63,70.0,75.0,384,0.96,DECLINING,22013
2025-02-10,3-1 FA BN,ml_engineering,81.65,83.4,70.0,75.0,53,0.95,IMPROVING,8217
2025-02-10,BEB 1BCT,ml_engineering,86.73,72.85,70.0,75.0,91,0.96,DECLINING,20918
2025-02-11,3-1 FA BN,ml_engineering,82.57,86.24,70.0,75.0,223,0.94,IMPROVING,40324
2025-02-11,BEB 1BCT,ml_engineering,79.96,87.78,70.0,75.0,90,0.92,STABLE,49127
2025-02-11,2-1 IN BN,ml_engineering,72.61,76.35,70.0,75.0,436,0.96,DECLINING,28215
2025-02-11,BSB 1BCT,ml_engineering,75.01,64.51,70.0,75.0,173,0.95,STABLE,7982
2025-02-12,BSB 1BCT,ml_engineering,47.61,74.83,70.0,75.0,240,0.93,IMPROVING,31065
2025-02-12,BEB 1BCT,ml_engineering,87.26,85.82,70.0,75.0,486,0.95,DECLINING,19775
2025-02-12,2-1 IN BN,ml_engineering,76.64,77.79,70.0,75.0,423,0.91,DECLINING,43944
2025-02-13,BSB 1BCT,ml_engineering,80.83,63.8,70.0,75.0,140,0.94,IMPROVING,48678
2025-02-13,1-1 IN BN,ml_engineering,76.99,86.58,70.0,75.0,398,0.91,STABLE,28269
2025-02-13,2-1 IN BN,ml_engineering,78.32,68.06,70.0,75.0,139,0.96,IMPROVING,25549
2025-02-13,3-1 FA BN,ml_engineering,80.66,88.8,70.0,75.0,107,0.95,DECLINING,49308
2025-02-14,2-1 IN BN,ml_engineering,81.48,73.35,70.0,75.0,243,0.95,DECLINING,26395
2025-02-14,BSB 1BCT,ml_engineering,53.42,70.47,70.0,75.0,61,0.92,DECLINING,37617
2025-02-14,BEB 1BCT,ml_engineering,76.6,74.3,70.0,75.0,64,0.93,IMPROVING,32878
2025-02-14,3-1 FA BN,ml_engineering,63.95,63.57,70.0,75.0,166,0.94,IMPROVING,46226
2025-02-14,1-1 IN BN,ml_engineering,86.27,68.63,70.0,75.0,345,0.99,DECLINING,10500
2025-02-15,2-1 IN BN,ml_engineering,85.83,76.88,70.0,75.0,356,0.92,IMPROVING,3862
2025-02-15,BSB 1BCT,ml_engineering,78.21,78.6,70.0,75.0,430,0.98,IMPROVING,38945
2025-02-16,1-1 IN BN,ml_engineering,81.91,88.43,70.0,75.0,193,0.94,DECLINING,13620
2025-02-16,BSB 1BCT,ml_engineering,89.76,81.27,70.0,75.0,278,0.96,STABLE,43729
2025-02-17,BSB 1BCT,ml_engineering,68.52,71.23,70.0,75.0,423,0.97,DECLINING,35120
2025-02-17,3-1 FA BN,ml_engineering,62.38,67.43,70.0,75.0,294,0.98,DECLINING,41258
2025-02-18,BEB 1BCT,ml_engineering,79.85,82.56,70.0,75.0,192,0.95,STABLE,23003
2025-02-18,1-1 IN BN,ml_engineering,86.22,79.43,70.0,75.0,427,0.91,DECLINING,36031
2025-02-18,2-1 IN BN,ml_engineering,54.71,57.8,70.0,75.0,54,0.94,STABLE,14845
2025-02-18,BSB 1BCT,ml_engineering,62.67,71.04,70.0,75.0,493,0.96,STABLE,16941
2025-02-18,3-1 FA BN,ml_engineering,85.17,84.59,70.0,75.0,474,0.91,DECLINING,31211
2025-02-19,3-1 FA BN,ml_engineering,87.88,86.52,70.0,75.0,361,0.94,STABLE,37736
2025-02-19,BSB 1BCT,ml_engineering,69.83,79.85,70.0,75.0,479,0.98,DECLINING,46202
2025-02-19,1-1 IN BN,ml_engineering,70.74,68.79,70.0,75.0,349,0.9,DECLINING,11924
2025-02-19,2-1 IN BN,ml_engineering,73.1,76.28,70.0,75.0,156,0.96,IMPROVING,33741
2025-02-20,BSB 1BCT,ml_engineering,62.65,91.63,70.0,75.0,406,0.92,STABLE,15536
2025-02-20,BEB 1BCT,ml_engineering,80.95,68.4,70.0,75.0,265,0.98,IMPROVING,6038
2025-02-21,BEB 1BCT,ml_engineering,68.96,90.09,70.0,75.0,78,0.92,DECLINING,11704
2025-02-21,3-1 FA BN,ml_engineering,58.94,72.08,70.0,75.0,240,0.95,STABLE,33998
2025-02-21,2-1 IN BN,ml_engineering,77.9,92.17,70.0,75.0,470,0.98,DECLINING,40170
2025-02-21,1-1 IN BN,ml_engineering,88.12,74.98,70.0,75.0,475,0.91,STABLE,19248
2025-02-21,BSB 1BCT,ml_engineering,83.41,79.97,70.0,75.0,373,0.91,STABLE,23414
2025-02-22,BSB 1BCT,ml_engineering,89.71,84.6,70.0,75.0,428,0.92,DECLINING,5375
2025-02-22,3-1 FA BN,ml_engineering,59.12,68.82,70.0,75.0,475,0.92,STABLE,28588
2025-02-23,1-1 IN BN,ml_engineering,83.34,93.51,70.0,75.0,112,0.96,STABLE,16287
2025-02-23,2-1 IN BN,ml_engineering,66.59,77.3,70.0,75.0,182,0.91,IMPROVING,48404
2025-02-23,3-1 FA BN,ml_engineering,76.29,73.97,70.0,75.0,169,0.91,STABLE,15262
2025-02-24,BEB 1BCT,ml_engineering,95.6,80.75,70.0,75.0,290,0.95,DECLINING,44350
2025-02-24,2-1 IN BN,ml_engineering,73.29,66.23,70.0,75.0,368,0.9,DECLINING,29091
2025-02-25,3-1 FA BN,ml_engineering,77.64,78.96,70.0,75.0,433,0.96,IMPROVING,47046
2025-02-25,BSB 1BCT,ml_engineering,85.76,85.75,70.0,75.0,447,0.98,STABLE,43654
2025-02-25,1-1 IN BN,ml_engineering,100.79,73.9,70.0,75.0,264,0.94,IMPROVING,5360
2025-02-25,2-1 IN BN,ml_engineering,81.0,76.11,70.0,75.0,368,0.94,STABLE,30676
2025-02-26,BSB 1BCT,ml_engineering,87.72,88.06,70.0,75.0,411,0.93,IMPROVING,47291
2025-02-26,2-1 IN BN,ml_engineering,83.98,76.7,70.0,75.0,383,0.92,IMPROVING,49167
2025-02-27,1-1 IN BN,ml_engineering,70.84,74.67,70.0,75.0,425,0.92,STABLE,21220
2025-02-27,2-1 IN BN,ml_engineering,79.35,77.94,70.0,75.0,328,0.91,STABLE,20017
2025-02-27,BEB 1BCT,ml_engineering,73.84,86.66,70.0,75.0,333,0.98,STABLE,11177
2025-02-27,BSB 1BCT,ml_engineering,66.35,69.61,70.0,75.0,130,0.96,IMPROVING,25107
2025-02-28,BEB 1BCT,ml_engineering,64.64,82.77,70.0,75.0,96,0.91,DECLINING,34734
2025-02-28,3-1 FA BN,ml_engineering,71.07,81.32,70.0,75.0,222,0.94,STABLE,1528
2025-03-01,1-1 IN BN,ml_engineering,80.29,89.31,70.0,75.0,411,0.91,IMPROVING,31635
2025-03-01,3-1 FA BN,ml_engineering,85.05,81.67,70.0,75.0,375,0.91,STABLE,7117
2025-03-01,2-1 IN BN,ml_engineering,68.28,69.75,70.0,75.0,310,0.98,IMPROVING,26266
2025-03-01,BSB 1BCT,ml_engineering,86.36,70.86,70.0,75.0,470,0.97,IMPROVING,43139
2025-03-02,3-1 FA BN,ml_engineering,69.36,76.62,70.0,75.0,345,0.95,IMPROVING,3309
2025-03-02,BSB 1BCT,ml_engineering,70.06,76.3,70.0,75.0,295,0.93,STABLE,29362
2025-03-02,2-1 IN BN,ml_engineering,50.57,70.63,70.0,75.0,266,0.95,IMPROVING,38345
2025-03-03,2-1 IN BN,ml_engineering,82.58,83.36,70.0,75.0,477,0.91,DECLINING,13574
2025-03-03,BEB 1BCT,ml_engineering,73.32,79.09,70.0,75.0,368,0.97,STABLE,9311
2025-03-03,3-1 FA BN,ml_engineering,71.78,91.09,70.0,75.0,126,0.93,STABLE,28829
2025-03-03,BSB 1BCT,ml_engineering,68.34,71.5,70.0,75.0,146,0.92,IMPROVING,14210
2025-03-04,BEB 1BCT,ml_engineering,77.97,87.44,70.0,75.0,427,0.95,STABLE,41127
2025-03-04,2-1 IN BN,ml_engineering,74.91,82.2,70.0,75.0,272,0.97,STABLE,19872
2025-03-04,1-1 IN BN,ml_engineering,79.09,85.41,70.0,75.0,337,0.92,DECLINING,9752
2025-03-04,BSB 1BCT,ml_engineering,64.63,77.54,70.0,75.0,280,0.92,STABLE,2422
2025-03-05,2-1 IN BN,ml_engineering,94.62,67.58,70.0,75.0,481,0.96,IMPROVING,17301
2025-03-05,3-1 FA BN,ml_engineering,55.28,73.88,70.0,75.0,359,0.98,STABLE,19571
2025-03-05,BSB 1BCT,ml_engineering,70.09,86.26,70.0,75.0,99,0.98,STABLE,27532
2025-03-05,BEB 1BCT,ml_engineering,70.62,85.46,70.0,75.0,113,0.97,DECLINING,14199
2025-03-06,1-1 IN BN,ml_engineering,72.72,90.0,70.0,75.0,283,0.92,STABLE,19664
2025-03-06,3-1 FA BN,ml_engineering,73.92,69.04,70.0,75.0,255,0.96,DECLINING,29418
2025-03-07,BSB 1BCT,ml_engineering,70.96,71.57,70.0,75.0,486,0.98,IMPROVING,29392
2025-03-07,3-1 FA BN,ml_engineering,70.63,78.3,70.0,75.0,183,0.96,IMPROVING,6294
2025-03-07,2-1 IN BN,ml_engineering,94.96,82.22,70.0,75.0,458,0.95,DECLINING,30362
2025-03-07,1-1 IN BN,ml_engineering,84.57,84.8,70.0,75.0,474,0.93,STABLE,48703
2025-03-07,BEB 1BCT,ml_engineering,67.0,90.34,70.0,75.0,89,0.95,DECLINING,28680
2025-03-08,1-1 IN BN,ml_engineering,65.03,80.36,70.0,75.0,338,0.98,DECLINING,12842
2025-03-08,BSB 1BCT,ml_engineering,80.22,91.81,70.0,75.0,238,0.95,DECLINING,29504
2025-03-09,1-1 IN BN,ml_engineering,62.25,68.94,70.0,75.0,259,0.98,DECLINING,16029
2025-03-09,3-1 FA BN,ml_engineering,64.69,80.67,70.0,75.0,119,0.97,DECLINING,18320
2025-03-09,2-1 IN BN,ml_engineering,92.39,71.71,70.0,75.0,272,0.91,DECLINING,36196
2025-03-09,BEB 1BCT,ml_engineering,53.09,71.01,70.0,75.0,460,0.94,STABLE,3181
2025-03-10,3-1 FA BN,ml_engineering,84.46,72.3,70.0,75.0,496,0.96,STABLE,29038
2025-03-10,1-1 IN BN,ml_engineering,74.31,66.58,70.0,75.0,497,0.97,DECLINING,5675
2025-03-10,BEB 1BCT,ml_engineering,61.03,70.19,70.0,75.0,177,0.95,STABLE,38550
2025-03-11,BSB 1BCT,ml_engineering,67.03,84.66,70.0,75.0,229,0.92,DECLINING,6543
2025-03-11,1-1 IN BN,ml_engineering,79.84,80.44,70.0,75.0,441,0.91,DECLINING,38886
2025-03-11,3-1 FA BN,ml_engineering,67.24,85.02,70.0,75.0,462,0.95,IMPROVING,1100
2025-03-12,BEB 1BCT,ml_engineering,60.84,82.44,70.0,75.0,438,0.94,IMPROVING,26381
2025-03-12,3-1 FA BN,ml_engineering,71.84,83.98,70.0,75.0,149,0.97,IMPROVING,17628
2025-03-12,1-1 IN BN,ml_engineering,71.75,86.13,70.0,75.0,371,0.95,STABLE,34336
2025-03-12,2-1 IN BN,ml_engineering,77.25,72.36,70.0,75.0,428,0.96,IMPROVING,7878
2025-03-13,2-1 IN BN,ml_engineering,77.23,88.48,70.0,75.0,265,0.91,DECLINING,49679
2025-03-13,BEB 1BCT,ml_engineering,85.7,74.97,70.0,75.0,162,0.98,STABLE,20756
2025-03-14,3-1 FA BN,ml_engineering,80.76,87.32,70.0,75.0,119,0.93,STABLE,30130
2025-03-14,BSB 1BCT,ml_engineering,57.0,77.06,70.0,75.0,310,0.96,DECLINING,40679
2025-03-14,2-1 IN BN,ml_engineering,60.99,80.68,70.0,75.0,451,0.94,STABLE,41191
2025-03-14,BEB 1BCT,ml_engineering,73.6,86.51,70.0,75.0,172,0.98,DECLINING,47718
2025-03-15,2-1 IN BN,ml_engineering,74.99,65.93,70.0,75.0,499,0.97,IMPROVING,16730
2025-03-15,3-1 FA BN,ml_engineering,61.71,81.33,70.0,75.0,335,0.94,IMPROVING,18376
2025-03-15,1-1 IN BN,ml_engineering,76.78,78.77,70.0,75.0,493,0.94,STABLE,24245
2025-03-15,BEB 1BCT,ml_engineering,89.15,85.23,70.0,75.0,229,0.92,IMPROVING,5982
2025-03-16,BSB 1BCT,ml_engineering,89.89,83.89,70.0,75.0,453,0.9,DECLINING,4048
2025-03-16,2-1 IN BN,ml_engineering,66.27,77.22,70.0,75.0,67,0.97,STABLE,27111
2025-03-16,3-1 FA BN,ml_engineering,66.12,87.43,70.0,75.0,173,0.97,DECLINING,18261
2025-03-16,1-1 IN BN,ml_engineering,66.89,88.13,70.0,75.0,459,0.93,DECLINING,28699
