date,unit,domain,metric_primary,metric_secondary,threshold_primary,threshold_secondary,sample_size,confidence_interval,trend,records_analyzed
2025-01-13,2-1 IN BN,ux_design,81.7,86.02,70.0,75.0,384,0.94,STABLE,7820
2025-01-13,BSB 1BCT,ux_design,84.1,84.61,70.0,75.0,334,0.93,IMPROVING,14453
2025-01-14,1-1 IN BN,ux_design,86.65,82.15,70.0,75.0,177,0.9,DECLINING,46837
2025-01-14,BEB 1BCT,ux_design,93.79,96.39,70.0,75.0,371,0.92,DECLINING,37609
2025-01-14,3-1 FA BN,ux_design,83.62,86.88,70.0,75.0,479,0.98,IMPROVING,3576
2025-01-15,BEB 1BCT,ux_design,76.62,88.37,70.0,75.0,230,0.97,STABLE,36701
2025-01-15,2-1 IN BN,ux_design,70.54,84.15,70.0,75.0,291,0.91,IMPROVING,41447
2025-01-15,1-1 IN BN,ux_design,72.57,80.54,70.0,75.0,201,0.91,STABLE,17605
2025-01-15,3-1 FA BN,ux_design,77.18,77.34,70.0,75.0,399,0.96,STABLE,41178
2025-01-15,BSB 1BCT,ux_design,68.5,67.16,70.0,75.0,157,0.96,STABLE,5339
2025-01-16,BEB 1BCT,ux_design,66.02,90.57,70.0,75.0,59,0.9,STABLE,6292
2025-01-16,3-1 FA BN,ux_design,80.8,80.8,70.0,75.0,205,0.96,STABLE,47530
2025-01-16,2-1 IN BN,ux_design,83.76,86.14,70.0,75.0,138,0.92,IMPROVING,1843
2025-01-17,BSB 1BCT,ux_design,80.9,84.44,70.0,75.0,69,0.91,DECLINING,35665
2025-01-17,1-1 IN BN,ux_design,77.24,92.42,70.0,75.0,147,0.96,DECLINING,10328
2025-01-17,2-1 IN BN,ux_design,87.29,72.03,70.0,75.0,151,0.99,STABLE,14415
2025-01-18,BSB 1BCT,ux_design,84.0,71.68,70.0,75.0,492,0.95,STABLE,47495
2025-01-18,2-1 IN BN,ux_design,70.09,82.49,70.0,75.0,480,0.98,STABLE,41122
2025-01-19,BEB 1BCT,ux_design,75.19,95.81,70.0,75.0,180,0.93,STABLE,5212
2025-01-19,BSB 1BCT,ux_design,86.16,77.21,70.0,75.0,273,0.94,DECLINING,31428
2025-01-19,3-1 FA BN,ux_design,93.25,80.33,70.0,75.0,197,0.93,DECLINING,22711
2025-01-19,2-1 IN BN,ux_design,69.79,78.82,70.0,75.0,423,0.96,STABLE,27687
2025-01-19,1-1 IN BN,ux_design,70.18,90.04,70.0,75.0,261,0.97,IMPROVING,34798
2025-01-20,BEB 1BCT,ux_design,73.29,83.86,70.0,75.0,53,0.93,IMPROVING,43873
2025-01-20,2-1 IN BN,ux_design,58.24,70.78,70.0,75.0,365,0.95,DECLINING,28243
2025-01-21,2-1 IN BN,ux_design,71.56,84.18,70.0,75.0,219,0.93,DECLINING,17026
2025-01-21,1-1 IN BN,ux_design,72.88,75.96,70.0,75.0,456,0.99,IMPROVING,22258
2025-01-22,BSB 1BCT,ux_design,71.28,87.0,70.0,75.0,188,0.97,DECLINING,47734
2025-01-22,BEB 1BCT,ux_design,61.51,104.47,70.0,75.0,139,0.98,DECLINING,45326
2025-01-22,3-1 FA BN,ux_design,78.63,87.22,70.0,75.0,445,0.91,IMPROVING,22601
2025-01-23,3-1 FA BN,ux_design,66.06,66.04,70.0,75.0,287,0.94,DECLINING,37186
2025-01-23,BEB 1BCT,ux_design,63.18,78.07,70.0,75.0,163,0.91,STABLE,19111
2025-01-23,BSB 1BCT,ux_design,72.72,79.69,70.0,75.0,171,0.9,STABLE,35973
2025-01-24,BEB 1BCT,ux_design,86.1,86.75,70.0,75.0,84,0.97,STABLE,9601
2025-01-24,BSB 1BCT,ux_design,91.21,102.27,70.0,75.0,162,0.93,DECLINING,22527
2025-01-25,3-1 FA BN,ux_design,74.05,72.57,70.0,75.0,258,0.94,STABLE,33500
2025-01-25,2-1 IN BN,ux_design,47.32,66.67,70.0,75.0,95,0.91,IMPROVING,30439
2025-01-25,1-1 IN BN,ux_design,96.4,79.05,70.0,75.0,164,0.9,STABLE,22715
2025-01-25,BSB 1BCT,ux_design,43.63,84.3,70.0,75.0,276,0.98,STABLE,45749
2025-01-26,1-1 IN BN,ux_design,90.59,80.04,70.0,75.0,484,0.93,DECLINING,38384
2025-01-26,BSB 1BCT,ux_design,46.48,84.28,70.0,75.0,458,0.97,STABLE,44207
2025-01-27,2-1 IN BN,ux_design,80.67,91.99,70.0,75.0,354,0.97,IMPROVING,1508
2025-01-27,1-1 IN BN,ux_design,81.83,77.32,70.0,75.0,284,0.94,DECLINING,5610
2025-01-27,BSB 1BCT,ux_design,84.78,86.94,70.0,75.0,345,0.98,DECLINING,41463
2025-01-28,1-1 IN BN,ux_design,70.62,82.4,70.0,75.0,109,0.97,DECLINING,38502
2025-01-28,BSB 1BCT,ux_design,61.42,73.04,70.0,75.0,345,0.98,DECLINING,9299
2025-01-28,2-1 IN BN,ux_design,58.37,82.37,70.0,75.0,218,0.96,IMPROVING,15439
2025-01-29,BEB 1BCT,ux_design,60.96,77.53,70.0,75.0,230,0.98,IMPROVING,34643
2025-01-29,BSB 1BCT,ux_design,63.57,88.59,70.0,75.0,337,0.98,DECLINING,26989
2025-01-29,3-1 FA BN,ux_design,69.37,79.7,70.0,75.0,445,0.97,IMPROVING,38708
2025-01-30,BSB 1BCT,ux_design,61.19,81.74,70.0,75.0,195,0.96,DECLINING,48710
2025-01-30,2-1 IN BN,ux_design,69.26,74.48,70.0,75.0,191,0.93,DECLINING,43111
2025-01-30,1-1 IN BN,ux_design,61.95,66.4,70.0,75.0,208,0.92,IMPROVING,30615
2025-01-30,3-1 FA BN,ux_design,53.62,89.95,70.0,75.0,137,0.97,IMPROVING,26270
2025-01-30,BEB 1BCT,ux_design,57.57,65.91,70.0,75.0,195,0.96,STABLE,30617
2025-01-31,BEB 1BCT,ux_design,96.13,82.78,70.0,75.0,182,0.92,DECLINING,43746
2025-01-31,1-1 IN BN,ux_design,82.2,77.35,70.0,75.0,362,0.95,DECLINING,42735
2025-01-31,3-1 FA BN,ux_design,71.2,69.95,70.0,75.0,77,0.94,DECLINING,47140
2025-01-31,2-1 IN BN,ux_design,81.39,59.63,70.0,75.0,236,0.95,STABLE,30520
2025-02-01,BSB 1BCT,ux_design,64.2,67.65,70.0,75.0,86,0.93,DECLINING,21278
2025-02-01,3-1 FA BN,ux_design,83.41,79.86,70.0,75.0,206,0.96,STABLE,46444
2025-02-01,2-1 IN BN,ux_design,84.81,105.82,70.0,75.0,383,0.96,DECLINING,31537
2025-02-02,BSB 1BCT,ux_design,65.57,70.41,70.0,75.0,51,0.94,DECLINING,15281
2025-02-02,1-1 IN BN,ux_design,69.66,83.02,70.0,75.0,147,0.92,DECLINING,33836
2025-02-02,3-1 FA BN,ux_design,74.14,81.19,70.0,75.0,146,0.94,DECLINING,40584
2025-02-02,BEB 1BCT,ux_design,59.04,96.75,70.0,75.0,220,0.96,IMPROVING,48713
2025-02-02,2-1 IN BN,ux_design,76.97,83.15,70.0,75.0,120,0.98,DECLINING,26728
2025-02-03,2-1 IN BN,ux_design,68.04,90.99,70.0,75.0,219,0.97,STABLE,41833
2025-02-03,BEB 1BCT,ux_design,66.09,81.91,70.0,75.0,403,0.9,IMPROVING,9385
2025-02-03,BSB 1BCT,ux_design,75.37,89.17,70.0,75.0,88,0.93,DECLINING,22609
2025-02-03,1-1 IN BN,ux_design,87.02,73.04,70.0,75.0,413,0.93,STABLE,23588
2025-02-04,1-1 IN BN,ux_design,81.91,83.98,70.0,75.0,149,0.94,STABLE,18397
2025-02-04,2-1 IN BN,ux_design,94.65,74.53,70.0,75.0,338,0.92,STABLE,26665
2025-02-04,BEB 1BCT,ux_design,80.43,83.04,70.0,75.0,332,0.95,DECLINING,40129
2025-02-04,3-1 FA BN,ux_design,89.19,86.28,70.0,75.0,294,0.96,IMPROVING,28425
2025-02-04,BSB 1BCT,ux_design,69.16,87.65,70.0,75.0,257,0.91,IMPROVING,12066
2025-02-05,BEB 1BCT,ux_design,74.31,78.21,70.0,75.0,247,0.93,STABLE,37533
2025-02-05,2-1 IN BN,ux_design,71.93,74.31,70.0,75.0,52,0.98,STABLE,25229
2025-02-05,3-1 FA BN,ux_design,62.28,96.95,70.0,75.0,347,0.93,IMPROVING,27731
2025-02-06,3-1 FA BN,ux_design,61.13,80.02,70.0,75.0,325,0.95,DECLINING,21421
2025-02-06,BSB 1BCT,ux_design,82.42,77.4,70.0,75.0,380,0.91,STABLE,13562
2025-02-06,1-1 IN BN,ux_design,60.59,74.98,70.0,75.0,184,0.96,STABLE,3317
2025-02-07,BEB 1BCT,ux_design,67.32,65.97,70.0,75.0,254,0.95,DECLINING,44298
2025-02-07,2-1 IN BN,ux_design,97.66,78.39,70.0,75.0,267,0.98,DECLINING,2138
2025-02-08,2-1 IN BN,ux_design,64.31,76.96,70.0,75.0,222,0.96,STABLE,7827
2025-02-08,BEB 1BCT,ux_design,59.2,82.85,70.0,75.0,271,0.96,STABLE,2556
2025-02-08,1-1 IN BN,ux_design,78.89,78.53,70.0,75.0,224,0.96,IMPROVING,3534
2025-02-09,2-1 IN BN,ux_design,74.7,91.0,70.0,75.0,284,0.94,STABLE,11721
2025-02-09,BEB 1BCT,ux_design,85.04,75.89,70.0,75.0,422,0.91,DECLINING,13690
2025-02-10,2-1 IN BN,ux_design,62.03,74.02,70.0,75.0,243,0.97,DECLINING,10614
2025-02-10,1-1 IN BN,ux_design,92.78,90.12,70.0,75.0,164,0.9,IMPROVING,11460
2025-02-10,3-1 FA BN,ux_design,80.78,87.38,70.0,75.0,493,0.91,DECLINING,9252
2025-02-11,BEB 1BCT,ux_design,55.59,83.04,70.0,75.0,143,0.94,IMPROVING,21680
2025-02-11,2-1 IN BN,ux_design,71.55,89.98,70.0,75.0,301,0.97,DECLINING,30157
2025-02-11,3-1 FA BN,ux_design,81.17,63.68,70.0,75.0,124,0.91,IMPROVING,10877
2025-02-12,BEB 1BCT,ux_design,82.21,79.42,70.0,75.0,345,0.95,STABLE,17953
2025-02-12,1-1 IN BN,ux_design,64.2,84.2,70.0,75.0,307,0.95,IMPROVING,49539
2025-02-12,BSB 1BCT,ux_design,85.23,73.68,70.0,75.0,56,0.98,STABLE,46390
2025-02-13,BSB 1BCT,ux_design,57.81,84.54,70.0,75.0,181,0.98,STABLE,12592
2025-02-13,3-1 FA BN,ux_design,69.57,84.28,70.0,75.0,331,0.94,STABLE,31754
2025-02-14,BEB 1BCT,ux_design,81.9,68.49,70.0,75.0,189,0.94,STABLE,31677
2025-02-14,3-1 FA BN,ux_design,51.7,84.18,70.0,75.0,272,0.91,DECLINING,34682
2025-02-14,1-1 IN BN,ux_design,61.8,79.99,70.0,75.0,128,0.95,IMPROVING,27141
2025-02-14,2-1 IN BN,ux_design,53.83,78.0,70.0,75.0,119,0.95,IMPROVING,27283
2025-02-14,BSB 1BCT,ux_design,73.22,77.16,70.0,75.0,379,0.97,STABLE,8833
2025-02-15,1-1 IN BN,ux_design,87.9,84.35,70.0,75.0,267,0.9,STABLE,48751
2025-02-15,BEB 1BCT,ux_design,71.93,70.2,70.0,75.0,55,0.97,IMPROVING,46218
2025-02-15,2-1 IN BN,ux_design,84.15,70.3,70.0,75.0,243,0.93,STABLE,38829
2025-02-15,BSB 1BCT,ux_design,83.97,70.33,70.0,75.0,123,0.94,DECLINING,13511
2025-02-15,3-1 FA BN,ux_design,94.77,70.11,70.0,75.0,439,0.97,STABLE,9751
2025-02-16,2-1 IN BN,ux_design,85.49,84.03,70.0,75.0,59,0.91,DECLINING,6609
2025-02-16,3-1 FA BN,ux_design,90.14,78.54,70.0,75.0,183,0.95,DECLINING,29835
2025-02-16,BSB 1BCT,ux_design,93.68,80.22,70.0,75.0,291,0.9,DECLINING,48443
2025-02-16,BEB 1BCT,ux_design,69.51,71.53,70.0,75.0,102,0.93,IMPROVING,32427
2025-02-17,1-1 IN BN,ux_design,73.13,85.57,70.0,75.0,330,0.95,DECLINING,30008
2025-02-17,BEB 1BCT,ux_design,64.2,74.96,70.0,75.0,127,0.96,STABLE,28019
2025-02-17,2-1 IN BN,ux_design,78.45,81.33,70.0,75.0,84,0.91,DECLINING,1033
2025-02-17,3-1 FA BN,ux_design,87.81,82.85,70.0,75.0,467,0.91,DECLINING,49294
2025-02-17,BSB 1BCT,ux_design,62.49,89.82,70.0,75.0,56,0.93,IMPROVING,23807
2025-02-18,BEB 1BCT,ux_design,70.19,69.38,70.0,75.0,66,0.91,DECLINING,12281
2025-02-18,BSB 1BCT,ux_design,56.79,68.59,70.0,75.0,236,0.98,DECLINING,32022
2025-02-18,1-1 IN BN,ux_design,73.41,88.83,70.0,75.0,404,0.96,STABLE,42943
2025-02-18,3-1 FA BN,ux_design,77.03,90.73,70.0,75.0,214,0.95,DECLINING,30576
2025-02-19,3-1 FA BN,ux_design,61.55,88.05,70.0,75.0,365,0.97,STABLE,44840
2025-02-19,2-1 IN BN,ux_design,72.57,77.82,70.0,75.0,92,0.94,IMPROVING,23886
2025-02-19,BSB 1BCT,ux_design,76.48,74.58,70.0,75.0,199,0.9,DECLINING,25011
2025-02-19,1-1 IN BN,ux_design,96.4,89.42,70.0,75.0,146,0.92,DECLINING,16058
2025-02-20,BSB 1BCT,ux_design,55.64,77.24,70.0,75.0,242,0.97,IMPROVING,35746
2025-02-20,BEB 1BCT,ux_design,69.0,88.47,70.0,75.0,95,0.97,STABLE,20738
2025-02-20,3-1 FA BN,ux_design,71.99,78.57,70.0,75.0,235,0.95,DECLINING,48421
2025-02-20,2-1 IN BN,ux_design,63.91,86.04,70.0,75.0,190,0.92,DECLINING,3284
2025-02-20,1-1 IN BN,ux_design,66.77,79.46,70.0,75.0,469,0.97,DECLINING,27264
2025-02-21,3-1 FA BN,ux_design,69.33,84.84,70.0,75.0,219,0.9,DECLINING,38850
2025-02-21,1-1 IN BN,ux_design,67.32,78.05,70.0,75.0,182,0.93,IMPROVING,21797
2025-02-21,BEB 1BCT,ux_design,82.91,86.83,70.0,75.0,352,0.91,IMPROVING,6932
2025-02-22,BEB 1BCT,ux_design,82.47,64.89,70.0,75.0,323,0.92,DECLINING,28806
2025-02-22,3-1 FA BN,ux_design,88.14,73.39,70.0,75.0,392,0.99,STABLE,40089
2025-02-23,2-1 IN BN,ux_design,65.2,88.21,70.0,75.0,110,0.95,IMPROVING,4428
2025-02-23,1-1 IN BN,ux_design,80.53,72.01,70.0,75.0,405,0.92,STABLE,46428
2025-02-23,BSB 1BCT,ux_design,88.64,76.2,70.0,75.0,499,0.97,IMPROVING,10686
2025-02-24,3-1 FA BN,ux_design,98.4,80.85,70.0,75.0,201,0.95,IMPROVING,38646
2025-02-24,2-1 IN BN,ux_design,50.22,78.22,70.0,75.0,297,0.98,DECLINING,7683
2025-02-24,BSB 1BCT,ux_design,73.69,75.68,70.0,75.0,82,0.98,STABLE,31833
2025-02-24,BEB 1BCT,ux_design,84.07,78.91,70.0,75.0,423,0.95,STABLE,20991
2025-02-24,1-1 IN BN,ux_design,67.41,84.37,70.0,75.0,348,0.92,STABLE,7795
2025-02-25,BEB 1BCT,ux_design,86.12,84.11,70.0,75.0,284,0.92,STABLE,36083
2025-02-25,3-1 FA BN,ux_design,84.13,81.87,70.0,75.0,459,0.91,IMPROVING,28775
2025-02-25,BSB 1BCT,ux_design,47.93,86.37,70.0,75.0,269,0.96,DECLINING,34978
2025-02-25,2-1 IN BN,ux_design,67.17,72.9,70.0,75.0,327,0.95,STABLE,22669
2025-02-25,1-1 IN BN,ux_design,72.12,86.89,70.0,75.0,182,0.98,STABLE,5539
2025-02-26,3-1 FA BN,ux_design,98.85,71.01,70.0,75.0,119,0.96,DECLINING,46345
2025-02-26,1-1 IN BN,ux_design,87.38,79.15,70.0,75.0,51,0.96,DECLINING,29505
2025-02-26,BSB 1BCT,ux_design,80.47,88.01,70.0,75.0,389,0.99,DECLINING,39104
2025-02-27,3-1 FA BN,ux_design,72.2,79.81,70.0,75.0,128,0.98,DECLINING,19765
2025-02-27,BSB 1BCT,ux_design,78.21,71.12,70.0,75.0,174,0.94,DECLINING,23903
2025-02-27,1-1 IN BN,ux_design,52.43,89.93,70.0,75.0,85,0.99,STABLE,37332
2025-02-28,2-1 IN BN,ux_design,96.42,76.91,70.0,75.0,64,0.96,STABLE,41192
2025-02-28,BEB 1BCT,ux_design,74.96,81.98,70.0,75.0,211,0.99,IMPROVING,25822
2025-02-28,3-1 FA BN,ux_design,93.34,82.74,70.0,75.0,280,0.96,STABLE,16812
2025-02-28,1-1 IN BN,ux_design,75.1,85.54,70.0,75.0,275,0.99,IMPROVING,43635
2025-02-28,BSB 1BCT,ux_design,69.35,62.92,70.0,75.0,84,0.95,DECLINING,43513
2025-03-01,3-1 FA BN,ux_design,82.77,74.64,70.0,75.0,146,0.98,IMPROVING,9523
2025-03-01,BEB 1BCT,ux_design,69.2,76.11,70.0,75.0,407,0.9,DECLINING,13190
2025-03-01,2-1 IN BN,ux_design,62.01,76.72,70.0,75.0,438,0.97,STABLE,28275
2025-03-02,3-1 FA BN,ux_design,61.37,93.07,70.0,75.0,219,0.95,STABLE,16181
2025-03-02,BEB 1BCT,ux_design,68.54,85.65,70.0,75.0,476,0.93,DECLINING,2882
2025-03-03,BEB 1BCT,ux_design,93.11,94.51,70.0,75.0,389,0.95,DECLINING,25984
2025-03-03,2-1 IN BN,ux_design,71.81,80.95,70.0,75.0,211,0.98,DECLINING,18859
2025-03-03,BSB 1BCT,ux_design,54.08,91.52,70.0,75.0,360,0.95,STABLE,12508
2025-03-04,BEB 1BCT,ux_design,82.96,75.23,70.0,75.0,72,0.92,DECLINING,15432
2025-03-04,3-1 FA BN,ux_design,78.88,75.9,70.0,75.0,365,0.95,STABLE,6974
2025-03-04,2-1 IN BN,ux_design,80.33,67.07,70.0,75.0,135,0.92,IMPROVING,2099
2025-03-05,BSB 1BCT,ux_design,65.79,82.59,70.0,75.0,453,0.94,DECLINING,32492
2025-03-05,BEB 1BCT,ux_design,68.77,78.79,70.0,75.0,327,0.96,STABLE,13199
2025-03-05,3-1 FA BN,ux_design,60.51,81.77,70.0,75.0,428,0.93,IMPROVING,48341
2025-03-06,2-1 IN BN,ux_design,88.78,79.65,70.0,75.0,337,0.92,STABLE,29680
2025-03-06,1-1 IN BN,ux_design,104.52,76.24,70.0,75.0,53,0.94,DECLINING,36189
2025-03-06,3-1 FA BN,ux_design,76.19,85.61,70.0,75.0,376,0.96,DECLINING,47152
2025-03-07,BSB 1BCT,ux_design,88.77,97.6,70.0,75.0,116,0.98,STABLE,33748
2025-03-07,2-1 IN BN,ux_design,62.37,69.24,70.0,75.0,78,0.92,IMPROVING,23259
2025-03-07,BEB 1BCT,ux_design,56.58,77.6,70.0,75.0,290,0.92,IMPROVING,31296
2025-03-07,3-1 FA BN,ux_design,78.13,91.18,70.0,75.0,472,0.91,DECLINING,23570
2025-03-08,1-1 IN BN,ux_design,93.67,83.34,70.0,75.0,128,0.93,STABLE,20028
2025-03-08,3-1 FA BN,ux_design,87.21,74.71,70.0,75.0,421,0.97,DECLINING,15610
2025-03-08,BSB 1BCT,ux_design,96.24,78.31,70.0,75.0,284,0.96,STABLE,7832
2025-03-08,BEB 1BCT,ux_design,85.84,85.53,70.0,75.0,335,0.95,IMPROVING,24572
2025-03-08,2-1 IN BN,ux_design,78.02,71.88,70.0,75.0,451,0.98,STABLE,43265
2025-03-09,2-1 IN BN,ux_design,65.94,99.85,70.0,75.0,313,0.96,STABLE,49898
2025-03-09,BSB 1BCT,ux_design,68.29,71.72,70.0,75.0,166,0.92,DECLINING,12686
2025-03-09,BEB 1BCT,ux_design,71.73,77.86,70.0,75.0,403,0.91,DECLINING,40471
2025-03-09,3-1 FA BN,ux_design,67.83,88.66,70.0,75.0,403,0.94,IMPROVING,44203
2025-03-09,1-1 IN BN,ux_design,89.73,66.31,70.0,75.0,172,0.96,STABLE,21498
2025-03-10,2-1 IN BN,ux_design,72.36,80.13,70.0,75.0,334,0.95,IMPROVING,4876
2025-03-10,BSB 1BCT,ux_design,99.79,89.79,70.0,75.0,74,0.92,IMPROVING,38743
2025-03-10,BEB 1BCT,ux_design,56.59,79.1,70.0,75.0,173,0.96,DECLINING,33689
2025-03-10,1-1 IN BN,ux_design,92.02,87.31,70.0,75.0,123,0.95,IMPROVING,24321
2025-03-11,BEB 1BCT,ux_design,72.86,79.63,70.0,75.0,109,0.93,IMPROVING,14546
2025-03-11,1-1 IN BN,ux_design,52.94,84.07,70.0,75.0,151,0.93,STABLE,2387
2025-03-11,2-1 IN BN,ux_design,87.06,88.48,70.0,75.0,301,0.91,STABLE,5645
2025-03-11,BSB 1BCT,ux_design,102.38,79.77,70.0,75.0,237,0.95,DECLINING,41697
2025-03-11,3-1 FA BN,ux_design,62.47,89.11,70.0,75.0,347,0.96,STABLE,24163
2025-03-12,3-1 FA BN,ux_design,85.85,81.17,70.0,75.0,382,0.92,DECLINING,26344
2025-03-12,BEB 1BCT,ux_design,87.58,89.39,70.0,75.0,92,0.94,STABLE,34681
2025-03-12,BSB 1BCT,ux_design,58.38,92.64,70.0,75.0,479,0.93,IMPROVING,37644
2025-03-12,2-1 IN BN,ux_design,76.78,87.26,70.0,75.0,132,0.96,IMPROVING,49435
2025-03-12,1-1 IN BN,ux_design,90.45,66.41,70.0,75.0,123,0.97,IMPROVING,30696
2025-03-13,1-1 IN BN,ux_design,65.54,95.0,70.0,75.0,362,0.96,IMPROVING,7064
2025-03-13,BSB 1BCT,ux_design,67.0,96.63,70.0,75.0,301,0.93,STABLE,21949
2025-03-13,3-1 FA BN,ux_design,87.85,91.62,70.0,75.0,70,0.97,DECLINING,9880
2025-03-14,BSB 1BCT,ux_design,54.35,78.88,70.0,75.0,122,0.93,IMPROVING,13356
2025-03-14,3-1 FA BN,ux_design,80.01,73.19,70.0,75.0,489,0.92,DECLINING,7000
2025-03-14,2-1 IN BN,ux_design,79.38,67.24,70.0,75.0,195,0.98,STABLE,1629
2025-03-14,1-1 IN BN,ux_design,74.39,75.09,70.0,75.0,152,0.99,STABLE,16306
2025-03-14,BEB 1BCT,ux_design,69.39,94.73,70.0,75.0,452,0.9,STABLE,6914
2025-03-15,1-1 IN BN,ux_design,71.53,68.48,70.0,75.0,231,0.94,STABLE,39207
2025-03-15,BEB 1BCT,ux_design,57.89,74.79,70.0,75.0,194,0.98,STABLE,40831
2025-03-15,2-1 IN BN,ux_design,79.42,78.21,70.0,75.0,459,0.98,IMPROVING,11083
2025-03-16,3-1 FA BN,ux_design,59.79,76.44,70.0,75.0,450,0.91,STABLE,49563
2025-03-16,BSB 1BCT,ux_design,107.16,74.96,70.0,75.0,184,0.97,DECLINING,25044
2025-03-16,1-1 IN BN,ux_design,67.05,80.91,70.0,75.0,357,0.97,DECLINING,29338
2025-03-16,BEB 1BCT,ux_design,65.95,64.22,70.0,75.0,268,0.95,IMPROVING,13166
2025-03-17,2-1 IN BN,ux_design,87.07,91.19,70.0,75.0,367,0.91,DECLINING,47383
2025-03-17,3-1 FA BN,ux_design,76.43,83.2,70.0,75.0,164,0.9,STABLE,39801
2025-03-17,1-1 IN BN,ux_design,84.76,72.07,70.0,75.0,133,0.96,DECLINING,4325
2025-03-17,BSB 1BCT,ux_design,58.8,76.03,70.0,75.0,414,0.91,STABLE,45395
2025-03-17,BEB 1BCT,ux_design,56.39,87.64,70.0,75.0,130,0.92,DECLINING,8057
2025-03-18,BEB 1BCT,ux_design,82.59,82.39,70.0,75.0,214,0.94,DECLINING,48648
2025-03-18,2-1 IN BN,ux_design,78.32,75.02,70.0,75.0,276,0.99,IMPROVING,29248
2025-03-19,BSB 1BCT,ux_design,95.41,88.06,70.0,75.0,161,0.96,DECLINING,7045
2025-03-19,1-1 IN BN,ux_design,56.53,68.67,70.0,75.0,456,0.97,STABLE,3343
