date,unit,domain,metric_primary,metric_secondary,threshold_primary,threshold_secondary,sample_size,confidence_interval,trend,records_analyzed
2025-02-02,1-1 IN BN,software_engineering,77.4,74.21,70.0,75.0,190,0.91,DECLINING,38578
2025-02-02,2-1 IN BN,software_engineering,75.83,81.08,70.0,75.0,56,0.95,DECLINING,28361
2025-02-03,2-1 IN BN,software_engineering,67.48,83.72,70.0,75.0,475,0.98,IMPROVING,39057
2025-02-03,BSB 1BCT,software_engineering,69.92,84.02,70.0,75.0,84,0.94,STABLE,43402
2025-02-03,1-1 IN BN,software_engineering,93.49,83.11,70.0,75.0,364,0.91,DECLINING,6531
2025-02-03,3-1 FA BN,software_engineering,66.97,77.28,70.0,75.0,440,0.92,DECLINING,12641
2025-02-03,BEB 1BCT,software_engineering,81.7,85.03,70.0,75.0,287,0.91,DECLINING,15561
2025-02-04,1-1 IN BN,software_engineering,57.91,82.82,70.0,75.0,214,0.94,STABLE,8267
2025-02-04,BEB 1BCT,software_engineering,92.67,73.85,70.0,75.0,475,0.98,STABLE,29568
2025-02-04,2-1 IN BN,software_engineering,83.2,74.2,70.0,75.0,161,0.96,DECLINING,24198
2025-02-04,BSB 1BCT,software_engineering,90.61,80.68,70.0,75.0,166,0.94,IMPROVING,18784
2025-02-04,3-1 FA BN,software_engineering,63.45,84.0,70.0,75.0,267,0.96,IMPROVING,45125
2025-02-05,2-1 IN BN,software_engineering,76.35,76.16,70.0,75.0,379,0.98,DECLINING,17972
2025-02-05,BEB 1BCT,software_engineering,73.9,83.46,70.0,75.0,272,0.93,IMPROVING,47885
2025-02-06,BSB 1BCT,software_engineering,71.4,94.55,70.0,75.0,109,0.98,IMPROVING,31131
2025-02-06,3-1 FA BN,software_engineering,80.86,88.12,70.0,75.0,248,0.95,STABLE,28539
2025-02-07,BSB 1BCT,software_engineering,79.07,69.45,70.0,75.0,142,0.96,IMPROVING,19182
2025-02-07,2-1 IN BN,software_engineering,90.91,70.04,70.0,75.0,292,0.93,STABLE,7559
2025-02-08,1-1 IN BN,software_engineering,72.65,84.84,70.0,75.0,136,0.93,IMPROVING,30182
2025-02-08,BEB 1BCT,software_engineering,67.69,92.85,70.0,75.0,89,0.97,IMPROVING,15353
2025-02-08,2-1 IN BN,software_engineering,73.51,88.4,70.0,75.0,221,0.97,DECLINING,26475
2025-02-08,BSB 1BCT,software_engineering,63.24,76.15,70.0,75.0,439,0.99,IMPROVING,24523
2025-02-08,3-1 FA BN,software_engineering,89.53,70.21,70.0,75.0,239,0.97,STABLE,9966
2025-02-09,BEB 1BCT,software_engineering,79.12,88.08,70.0,75.0,411,0.92,DECLINING,1792
2025-02-09,1-1 IN BN,software_engineering,75.95,79.92,70.0,75.0,223,0.92,STABLE,42013
2025-02-09,2-1 IN BN,software_engineering,85.36,73.96,70.0,75.0,187,0.92,STABLE,48586
2025-02-09,3-1 FA BN,software_engineering,73.12,86.93,70.0,75.0,352,0.95,IMPROVING,39112
2025-02-09,BSB 1BCT,software_engineering,77.65,71.06,70.0,75.0,89,0.92,STABLE,4270
2025-02-10,BSB 1BCT,software_engineering,71.42,88.49,70.0,75.0,317,0.92,IMPROVING,30952
2025-02-10,BEB 1BCT,software_engineering,93.36,84.08,70.0,75.0,92,0.95,STABLE,43718
2025-02-10,3-1 FA BN,software_engineering,85.87,78.29,70.0,75.0,262,0.92,STABLE,31628
2025-02-10,1-1 IN BN,software_engineering,91.66,92.03,70.0,75.0,436,0.92,DECLINING,5400
2025-02-11,3-1 FA BN,software_engineering,83.07,67.88,70.0,75.0,342,0.9,IMPROVING,10774
2025-02-11,1-1 IN BN,software_engineering,48.91,85.31,70.0,75.0,135,0.95,IMPROVING,1726
2025-02-11,BEB 1BCT,software_engineering,76.74,73.23,70.0,75.0,70,0.96,DECLINING,37837
2025-02-11,2-1 IN BN,software_engineering,67.55,84.38,70.0,75.0,170,0.93,STABLE,3180
2025-02-12,1-1 IN BN,software_engineering,49.98,86.1,70.0,75.0,353,0.95,IMPROVING,2772
2025-02-12,2-1 IN BN,software_engineering,61.27,86.98,70.0,75.0,390,0.92,STABLE,31867
2025-02-12,3-1 FA BN,software_engineering,67.37,64.06,70.0,75.0,111,0.95,IMPROVING,12995
2025-02-12,BEB 1BCT,software_engineering,73.81,71.68,70.0,75.0,489,0.94,DECLINING,43098
2025-02-13,1-1 IN BN,software_engineering,60.75,79.52,70.0,75.0,218,0.92,STABLE,45318
2025-02-13,BEB 1BCT,software_engineering,56.65,71.37,70.0,75.0,248,0.94,IMPROVING,38528
2025-02-13,3-1 FA BN,software_engineering,66.2,83.48,70.0,75.0,466,0.92,DECLINING,46455
2025-02-13,2-1 IN BN,software_engineering,57.82,69.52,70.0,75.0,437,0.94,STABLE,2577
2025-02-14,3-1 FA BN,software_engineering,69.08,78.11,70.0,75.0,110,0.96,IMPROVING,18194
2025-02-14,1-1 IN BN,software_engineering,65.79,71.77,70.0,75.0,441,0.96,IMPROVING,36721
2025-02-14,BEB 1BCT,software_engineering,86.97,70.87,70.0,75.0,276,0.9,STABLE,14496
2025-02-14,2-1 IN BN,software_engineering,76.65,82.62,70.0,75.0,85,0.94,IMPROVING,38871
2025-02-15,BSB 1BCT,software_engineering,89.83,76.34,70.0,75.0,140,0.97,DECLINING,41351
2025-02-15,2-1 IN BN,software_engineering,109.35,92.61,70.0,75.0,467,0.95,IMPROVING,33147
2025-02-16,BEB 1BCT,software_engineering,65.76,83.45,70.0,75.0,443,0.92,IMPROVING,31385
2025-02-16,2-1 IN BN,software_engineering,91.54,87.04,70.0,75.0,53,0.95,STABLE,41025
2025-02-17,2-1 IN BN,software_engineering,79.47,84.55,70.0,75.0,406,0.95,DECLINING,44572
2025-02-17,BSB 1BCT,software_engineering,77.44,96.53,70.0,75.0,395,0.97,STABLE,20823
2025-02-17,3-1 FA BN,software_engineering,68.4,69.45,70.0,75.0,404,0.9,STABLE,24513
2025-02-17,BEB 1BCT,software_engineering,77.59,69.15,70.0,75.0,264,0.94,STABLE,40243
2025-02-18,1-1 IN BN,software_engineering,74.3,80.19,70.0,75.0,182,0.99,DECLINING,11643
2025-02-18,3-1 FA BN,software_engineering,84.23,78.36,70.0,75.0,337,0.98,DECLINING,19214
2025-02-18,BSB 1BCT,software_engineering,70.11,74.96,70.0,75.0,77,0.96,DECLINING,45452
2025-02-19,BSB 1BCT,software_engineering,62.84,84.85,70.0,75.0,52,0.93,STABLE,43001
2025-02-19,1-1 IN BN,software_engineering,73.88,85.62,70.0,75.0,108,0.93,DECLINING,35583
2025-02-20,1-1 IN BN,software_engineering,69.64,75.05,70.0,75.0,445,0.95,DECLINING,44133
2025-02-20,BSB 1BCT,software_engineering,89.68,92.12,70.0,75.0,311,0.91,IMPROVING,14088
2025-02-21,1-1 IN BN,software_engineering,66.39,83.53,70.0,75.0,278,0.98,IMPROVING,3037
2025-02-21,BEB 1BCT,software_engineering,60.11,79.18,70.0,75.0,315,0.96,IMPROVING,30770
2025-02-21,2-1 IN BN,software_engineering,78.69,83.84,70.0,75.0,134,0.95,STABLE,37062
2025-02-21,BSB 1BCT,software_engineering,86.16,94.35,70.0,75.0,201,0.97,DECLINING,22381
2025-02-21,3-1 FA BN,software_engineering,75.04,78.02,70.0,75.0,485,0.9,IMPROVING,34838
2025-02-22,BEB 1BCT,software_engineering,71.49,77.46,70.0,75.0,264,0.95,STABLE,39819
2025-02-22,2-1 IN BN,software_engineering,67.45,68.28,70.0,75.0,247,0.98,IMPROVING,31949
2025-02-22,3-1 FA BN,software_engineering,69.68,82.37,70.0,75.0,335,0.9,IMPROVING,2097
2025-02-22,BSB 1BCT,software_engineering,75.38,84.04,70.0,75.0,79,0.96,IMPROVING,28608
2025-02-23,3-1 FA BN,software_engineering,79.27,94.14,70.0,75.0,245,0.96,IMPROVING,43069
2025-02-23,BEB 1BCT,software_engineering,74.17,108.59,70.0,75.0,398,0.97,STABLE,1384
2025-02-23,2-1 IN BN,software_engineering,76.55,80.58,70.0,75.0,432,0.93,DECLINING,44106
2025-02-24,3-1 FA BN,software_engineering,80.97,76.11,70.0,75.0,355,0.9,IMPROVING,11237
2025-02-24,2-1 IN BN,software_engineering,87.81,77.63,70.0,75.0,177,0.9,DECLINING,18449
2025-02-24,BEB 1BCT,software_engineering,63.93,76.53,70.0,75.0,467,0.98,IMPROVING,17379
2025-02-25,BSB 1BCT,software_engineering,70.46,83.01,70.0,75.0,441,0.98,STABLE,3754
2025-02-25,1-1 IN BN,software_engineering,69.92,84.55,70.0,75.0,441,0.94,DECLINING,6187
2025-02-25,BEB 1BCT,software_engineering,68.17,66.02,70.0,75.0,454,0.93,STABLE,45542
2025-02-25,2-1 IN BN,software_engineering,83.91,80.61,70.0,75.0,254,0.97,STABLE,34424
2025-02-25,3-1 FA BN,software_engineering,69.22,78.83,70.0,75.0,497,0.96,STABLE,33663
2025-02-26,BEB 1BCT,software_engineering,86.25,76.98,70.0,75.0,127,0.99,IMPROVING,16127
2025-02-26,3-1 FA BN,software_engineering,64.43,83.43,70.0,75.0,463,0.94,DECLINING,35664
2025-02-26,2-1 IN BN,software_engineering,61.68,85.81,70.0,75.0,116,0.93,STABLE,38155
2025-02-27,2-1 IN BN,software_engineering,80.73,88.98,70.0,75.0,144,0.91,STABLE,37941
2025-02-27,BEB 1BCT,software_engineering,73.69,79.18,70.0,75.0,263,0.94,STABLE,38302
2025-02-27,3-1 FA BN,software_engineering,68.52,77.5,70.0,75.0,226,0.93,DECLINING,40375
2025-02-27,1-1 IN BN,software_engineering,71.18,76.13,70.0,75.0,427,0.95,DECLINING,36924
2025-02-27,BSB 1BCT,software_engineering,75.14,87.03,70.0,75.0,333,0.97,STABLE,37436
2025-02-28,BSB 1BCT,software_engineering,86.07,75.72,70.0,75.0,204,0.91,STABLE,35418
2025-02-28,BEB 1BCT,software_engineering,81.82,88.61,70.0,75.0,493,0.97,DECLINING,17188
2025-02-28,3-1 FA BN,software_engineering,81.61,83.02,70.0,75.0,320,0.97,DECLINING,6546
2025-02-28,1-1 IN BN,software_engineering,78.51,83.43,70.0,75.0,55,0.9,IMPROVING,19978
2025-02-28,2-1 IN BN,software_engineering,69.87,91.12,70.0,75.0,387,0.96,STABLE,10620
2025-03-01,3-1 FA BN,software_engineering,89.62,67.08,70.0,75.0,424,0.98,IMPROVING,15268
2025-03-01,2-1 IN BN,software_engineering,74.31,81.39,70.0,75.0,314,0.97,STABLE,22063
2025-03-02,BEB 1BCT,software_engineering,91.17,82.28,70.0,75.0,272,0.96,DECLINING,26149
2025-03-02,BSB 1BCT,software_engineering,69.23,92.6,70.0,75.0,391,0.98,IMPROVING,20454
2025-03-02,1-1 IN BN,software_engineering,84.01,76.11,70.0,75.0,413,0.96,IMPROVING,34986
2025-03-03,2-1 IN BN,software_engineering,102.34,83.59,70.0,75.0,268,0.94,IMPROVING,41788
2025-03-03,3-1 FA BN,software_engineering,89.38,76.43,70.0,75.0,367,0.94,DECLINING,36730
2025-03-03,1-1 IN BN,software_engineering,104.35,69.44,70.0,75.0,67,0.96,STABLE,27365
2025-03-04,1-1 IN BN,software_engineering,70.11,74.95,70.0,75.0,51,0.94,STABLE,27806
2025-03-04,BEB 1BCT,software_engineering,86.84,85.77,70.0,75.0,342,0.93,STABLE,11022
2025-03-04,2-1 IN BN,software_engineering,75.84,68.4,70.0,75.0,425,0.96,STABLE,1440
2025-03-05,2-1 IN BN,software_engineering,80.21,83.28,70.0,75.0,165,0.99,DECLINING,13725
2025-03-05,3-1 FA BN,software_engineering,58.44,81.24,70.0,75.0,485,0.94,IMPROVING,4396
2025-03-05,BEB 1BCT,software_engineering,60.96,80.22,70.0,75.0,378,0.92,STABLE,23912
2025-03-05,BSB 1BCT,software_engineering,86.57,83.17,70.0,75.0,437,0.95,DECLINING,12753
2025-03-06,2-1 IN BN,software_engineering,84.91,68.56,70.0,75.0,348,0.95,IMPROVING,39717
2025-03-06,3-1 FA BN,software_engineering,79.41,88.72,70.0,75.0,157,0.94,IMPROVING,20547
2025-03-07,3-1 FA BN,software_engineering,80.63,74.6,70.0,75.0,361,0.9,STABLE,33334
2025-03-07,BEB 1BCT,software_engineering,63.19,83.63,70.0,75.0,323,0.94,IMPROVING,15777
2025-03-07,2-1 IN BN,software_engineering,73.24,82.7,70.0,75.0,52,0.96,STABLE,28101
2025-03-08,1-1 IN BN,software_engineering,93.13,78.28,70.0,75.0,486,0.97,STABLE,6886
2025-03-08,BEB 1BCT,software_engineering,66.18,80.62,70.0,75.0,386,0.91,DECLINING,39868
2025-03-08,2-1 IN BN,software_engineering,69.57,85.18,70.0,75.0,246,0.92,STABLE,3427
2025-03-08,BSB 1BCT,software_engineering,71.3,78.09,70.0,75.0,456,0.93,IMPROVING,23564
2025-03-09,BEB 1BCT,software_engineering,65.17,93.71,70.0,75.0,183,0.92,DECLINING,26716
2025-03-09,1-1 IN BN,software_engineering,70.58,74.71,70.0,75.0,391,0.91,STABLE,4073
2025-03-09,3-1 FA BN,software_engineering,61.53,68.18,70.0,75.0,51,0.9,IMPROVING,39524
2025-03-09,BSB 1BCT,software_engineering,75.59,95.03,70.0,75.0,56,0.96,STABLE,21431
2025-03-10,BEB 1BCT,software_engineering,113.51,77.53,70.0,75.0,177,0.95,DECLINING,36778
2025-03-10,3-1 FA BN,software_engineering,77.92,82.66,70.0,75.0,326,0.9,IMPROVING,39572
2025-03-11,BSB 1BCT,software_engineering,48.43,78.47,70.0,75.0,328,0.95,DECLINING,19264
2025-03-11,2-1 IN BN,software_engineering,62.23,71.12,70.0,75.0,60,0.96,DECLINING,36421
2025-03-11,3-1 FA BN,software_engineering,86.93,80.62,70.0,75.0,130,0.95,STABLE,6933
2025-03-11,1-1 IN BN,software_engineering,86.58,78.57,70.0,75.0,404,0.94,DECLINING,14542
2025-03-11,BEB 1BCT,software_engineering,87.88,70.5,70.0,75.0,225,0.96,IMPROVING,14112
2025-03-12,2-1 IN BN,software_engineering,67.78,94.82,70.0,75.0,307,0.98,IMPROVING,29311
2025-03-12,BSB 1BCT,software_engineering,60.8,80.75,70.0,75.0,359,0.95,IMPROVING,40097
2025-03-13,1-1 IN BN,software_engineering,73.34,76.65,70.0,75.0,479,0.97,DECLINING,42235
2025-03-13,BEB 1BCT,software_engineering,82.36,75.71,70.0,75.0,163,0.91,IMPROVING,45613
2025-03-13,3-1 FA BN,software_engineering,79.16,76.48,70.0,75.0,249,0.93,IMPROVING,22973
2025-03-14,BEB 1BCT,software_engineering,63.13,91.98,70.0,75.0,173,0.92,IMPROVING,8303
2025-03-14,3-1 FA BN,software_engineering,64.87,75.47,70.0,75.0,201,0.99,DECLINING,45055
